dispatcher,reopt,original_load
397.25,384.61,384.61
561.48,453.14,453.14
743.85,657.04,657.04
1076.08,962.283,1381.68
385.29,385.822,1381.7
28.37,28.9059,1345.18
1.47,0,1352.47
0.00,0,1308.82
0.00,0,1375.89
0.00,0,1381.66
3.67,17.2838,1377.02
234.81,226.955,1423.55
467.37,425.958,1242.84
708.63,744.282,979.88
871.42,871.419,924.47
732.83,732.828,739.72
727.39,727.39,727.39
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
430.13,384.61,384.61
628.07,482.22,482.22
727.20,669.56,669.56
1060.90,992.62,1398.65
432.04,562.356,1390.38
198.72,65.019,1352.47
34.06,38.2562,1364.12
1.29,0,1311.88
0.35,0,1373.49
0.00,0,1378.16
1.80,0,1375.72
297.32,399.254,1424.68
579.46,458.344,1247.03
725.34,746.317,984.63
889.65,889.647,953.35
773.24,773.239,780.34
761.58,761.58,761.58
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
473.16,473.163,501.36
444.22,444.223,534.87
585.34,585.342,909.08
275.49,275.49,891.01
0.00,0,849.14
0.00,0,853.36
0.00,0,857.2
0.00,0,860.61
0.00,0,522.93
0.00,0,517.91
0.00,0,563.75
0.00,0,497.95
1.79,23.7863,309.13
61.76,227.451,284.68
172.65,323.661,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,91.0021,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,297.39,297.39
256.90,74.9633,284.68
172.32,172.325,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,230.25
0.00,0,408.25
0.00,0,451.8
130.81,130.812,390.22
222.23,222.23,284.68
325.75,325.75,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
454.05,454.051,481.83
533.36,534.113,654
1084.43,1084.43,1369.75
939.44,936.911,1366.96
939.14,934.08,1340.11
573.95,571.425,1345.89
75.66,0,1302.99
124.46,264.167,1369
7.75,0,1378.18
50.70,0,1373.91
451.15,509.873,1419.89
625.44,464.473,1240
723.85,744.825,980.84
879.32,879.318,935.92
745.11,745.115,747.83
725.72,725.72,725.72
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
523.69,384.61,384.61
544.89,405.13,405.13
715.21,622.29,622.29
1084.43,1084.43,1361.08
944.99,944.987,1366.3
944.99,944.987,1341.88
919.82,861.659,1348.31
504.72,368.159,1301.36
373.60,372.033,1362.48
272.96,256.718,1363.92
524.09,572.324,1357.65
692.92,698.852,1402.93
760.47,768.855,1232.7
735.42,690.662,968.11
835.62,835.619,905.17
725.70,725.7,725.7
713.93,713.93,713.93
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
490.82,384.61,384.61
499.83,466.54,466.54
750.40,658.75,658.75
1084.43,1084.43,1386.01
896.75,896.72,1386.94
628.67,622.069,1350.49
62.13,68.4171,1365.04
0.00,0,1325.64
0.00,0,1395.53
1.30,0,1403.28
0.62,0,1393.9
247.41,235.357,1428.82
464.04,468.316,1242.68
726.24,734.626,980.04
868.24,868.245,935.29
747.26,747.264,751.65
738.85,738.85,738.85
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
490.82,384.61,384.61
630.57,480.82,480.82
760.13,660.02,660.02
1065.95,1045.72,1375.1
442.07,442.604,1367.26
70.34,60.3836,1339.48
2.83,0,1344.22
1.27,0,1295.28
0.00,0,1350.27
0.72,0,1351.28
0.14,0,1350.64
187.12,187.654,1398.87
406.00,406.53,1231.14
736.88,735.951,976.05
897.47,897.468,939.45
759.37,759.373,763.55
745.84,745.84,745.84
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
515.33,487.75,487.75
768.92,671.06,671.06
1063.28,957.067,1388.37
343.41,343.947,1379.3
0.00,0,1342.01
0.00,0,1345.45
0.00,0,1296.55
0.00,0,1353.54
0.00,0,1358.39
2.02,0,1360.18
201.07,199.505,1414.48
415.96,412.303,1244.85
719.90,727.137,986.31
914.91,914.91,957.1
789.20,789.204,793.59
775.24,775.24,775.24
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
479.13,479.133,499.81
453.08,453.079,533.7
487.77,487.774,909.26
68.00,67.9946,891.96
0.00,0,850.56
0.00,0,856.69
0.00,0,862.93
0.00,0,869.04
0.00,0,533.67
0.00,0,527.23
0.00,0,568.26
0.00,0,499.82
8.09,118.18,396.84
59.62,235.806,284.68
285.90,325.75,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,78.7821,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,297.39,297.39
263.58,265.673,284.68
199.25,21.5073,309.13
10.24,16.5309,376.82
0.00,0,417.31
0.00,0,360.18
0.00,0,314.64
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,248.43
0.00,0,436.13
0.00,0,460.37
197.77,153.662,449.32
239.98,239.983,284.68
316.74,323.035,325.75
313.44,321.83,321.83
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
304.27,310.56,310.56
304.27,310.56,310.56
304.27,310.56,310.56
322.79,322.79,322.79
382.51,384.61,384.61
482.53,482.535,503.63
586.37,586.373,673.26
992.95,995.048,1391.47
420.32,420.85,1383.31
0.47,0,1342.72
0.00,0,1348.36
0.00,0,1308.33
0.00,0,1376.02
0.00,0,1386.24
1.47,17.1734,1391.53
234.41,228.653,1448.85
489.60,433.503,1266.05
718.77,764.911,987.35
905.50,905.498,949.15
762.15,762.146,763.19
739.95,739.95,739.95
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
643.84,508.82,508.82
752.26,675.3,675.3
1070.74,977.171,1394.48
376.29,376.821,1387.11
16.18,16.7175,1346.15
0.72,0,1352.17
0.00,0,1312.4
0.57,0,1384.71
1.19,0,1391.55
1.74,9.05796,1384.25
210.80,209.238,1428.6
420.27,408.223,1248.08
745.38,751.677,986.23
919.96,919.963,955.47
790.70,790.697,791.95
775.27,775.27,775.27
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
368.31,322.79,322.79
554.04,384.61,384.61
612.56,512.06,512.06
698.44,676,676
1084.43,1084.43,1395.05
561.91,564.416,1386.86
225.80,225.803,1347.19
1.87,0,1355
1.46,0,1316.11
0.24,0,1389.17
0.22,2.31614,1399.82
0.90,0,1401.59
270.85,329.935,1454.6
511.13,450.838,1269.6
767.64,767.639,993.42
908.40,908.395,958.94
805.26,805.26,805.26
776.45,776.45,776.45
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
460.47,384.61,384.61
677.82,525.29,525.29
748.67,688.12,688.12
1068.83,1028.37,1410.59
582.98,652.19,1394.49
262.11,195.13,1357.4
45.28,45.2812,1375.74
1.78,0,1339.17
0.92,0,1415.37
2.94,12.7328,1428.01
9.66,1.80407,1429.82
411.37,562.386,1485.77
699.22,537.871,1300.24
760.47,768.855,1011.78
901.98,901.978,964.01
807.64,807.64,807.64
789.10,789.1,789.1
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
490.82,384.61,384.61
570.94,543.97,543.97
746.04,721.76,721.76
1084.43,1084.43,1430.17
773.76,771.296,1404.36
944.99,944.987,1373.95
891.53,888.999,1384.84
239.11,158.186,1327.82
0.30,0,1383.78
0.38,0,1384.22
62.72,0,1381.85
289.83,348.49,1431.81
555.63,461.109,1254.39
670.28,768.855,988.05
903.63,903.632,957.31
804.15,804.15,804.15
781.45,781.45,781.45
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
504.49,504.491,519.32
481.08,481.078,546.87
612.43,612.432,923.22
190.22,190.223,898.06
0.00,0,863.53
0.00,0,871.05
0.00,0,871.81
0.00,0,873.6
0.00,0,535.47
0.00,0,529.35
0.00,0,570.4
0.00,0,500.66
32.95,161.918,436.61
104.39,104.924,342.42
317.13,336.01,336.01
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,297.39,297.39
264.22,88.5751,294.95
202.40,202.401,309.13
13.31,15.4087,393.66
0.00,0,421.07
0.00,0,344.82
0.00,0,296.6
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,310.96
0.00,0,309.13
76.25,76.2475,309.13
233.51,233.509,284.68
336.01,336.01,336.01
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
474.95,474.948,491.03
578.63,579.262,653.2
1084.43,1084.43,1356.73
944.99,944.987,1331.77
868.08,863.025,1295.79
845.26,840.197,1313.69
830.87,686.728,1285.33
629.46,742.321,1341.55
736.59,739.524,1344.81
455.44,333.343,1346.57
766.76,768.855,1397.84
766.76,768.855,1231.8
766.76,768.855,973.59
897.00,897.002,915.8
742.77,742.77,742.77
718.34,718.34,718.34
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
368.31,322.79,322.79
490.82,384.61,384.61
574.41,415.15,415.15
742.49,658.66,658.66
1083.42,1083.42,1404.36
887.88,887.884,1392.08
385.72,385.717,1349.83
301.43,301.432,1367.47
174.48,60.6789,1335.58
0.00,0,1405.8
3.57,27.6684,1415.81
125.01,112.956,1401.66
592.35,617.519,1431.25
656.80,527.293,1267.94
669.37,761.653,993.7
894.06,894.058,948.78
759.94,759.94,759.94
720.56,720.56,720.56
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
490.82,384.61,384.61
523.55,491.52,491.52
620.01,666.26,666.26
1075.40,989.423,1381.25
450.33,558.953,1366.94
182.85,76.421,1334.84
57.84,57.8366,1341.51
1.88,0,1294.94
0.00,0,1354.08
1.49,0,1352.74
1.71,0,1347.65
247.65,243.988,1393.38
515.04,497.331,1219.57
693.46,716.534,946.91
848.35,848.354,907.88
746.76,746.76,746.76
726.12,726.12,726.12
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
584.16,507.95,507.95
752.45,664.13,664.13
1057.23,958.605,1361.92
333.60,334.135,1325
0.66,0,1289.15
0.00,0,1317.73
0.00,0,1292
0.00,0,1350.63
0.00,0,1360.27
25.11,11.4556,1358.66
208.27,206.707,1401.84
484.97,401.609,1231.65
630.61,729.187,960.19
864.87,864.874,900.59
740.83,740.83,740.83
726.28,726.28,726.28
384.61,384.61,384.61
368.31,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
398.65,322.79,322.79
397.25,384.61,384.61
535.12,490.74,490.74
724.05,652.88,652.88
1055.25,976.854,1363.46
355.48,356.01,1360.66
4.71,5.24139,1339.06
0.00,0,1349.47
0.00,0,1316.82
0.00,0,1384.68
0.00,0,1378.37
0.62,0,1370.55
199.86,200.399,1414.33
426.61,408.269,1234.55
722.99,741.422,972.89
875.83,875.828,908.62
727.75,727.75,727.75
706.99,706.99,706.99
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
425.06,425.064,438.64
425.49,425.487,498.38
460.44,460.437,858.53
35.15,35.1532,847.84
0.00,0,835.08
0.00,0,846
0.00,0,857.98
0.00,0,865.37
0.00,0,526.78
0.00,0,518.77
0.00,0,559.35
0.00,0,490.34
1.25,52.6094,309.13
53.97,52.4061,284.68
243.72,336.01,336.01
317.65,321.84,321.84
295.29,297.39,297.39
272.94,91.0021,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,297.39,297.39
285.96,294.349,305.21
227.65,233.939,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,244.03
0.00,0,423.13
0.00,0,458.73
173.99,173.99,385.36
249.80,249.8,284.68
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
411.99,411.988,424.52
477.20,477.198,577.87
960.96,960.961,1359.89
383.38,464.765,1360.99
169.66,77.9051,1342.59
61.95,72.4341,1353.81
0.04,0,1328.75
0.00,0,1392.62
0.88,0,1395.4
1.54,0,1391.42
263.03,263.563,1430.5
610.89,719.955,1257.36
773.84,665.78,993.15
905.85,905.853,957.86
806.39,806.39,806.39
760.57,760.57,760.57
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
490.82,384.61,384.61
662.18,520.69,520.69
727.76,683.99,683.99
1080.38,1042.44,1395.84
445.97,527.915,1375.74
182.42,80.181,1338.6
5.90,26.8683,1342.08
0.00,0,1299.29
0.40,0,1375.75
0.47,0,1388.96
19.73,16.0714,1368.27
344.17,323.727,1405.03
627.32,643.024,1232.89
751.45,759.839,980.19
909.30,909.301,955.46
806.79,806.79,806.79
768.63,768.63,768.63
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
490.82,384.61,384.61
707.77,547.04,547.04
804.03,718.1,718.1
1067.89,1062.83,1440.04
696.24,696.236,1428.51
535.08,535.079,1396.64
178.10,178.102,1413.11
184.24,184.235,1366.61
177.16,169.307,1432.53
497.35,528.807,1443.21
105.06,173.197,1450.85
513.31,538.482,1486.93
648.13,489.265,1292.78
759.07,801.021,1008.84
926.00,926.004,961.72
812.04,812.04,812.04
766.02,766.02,766.02
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
368.31,322.79,322.79
490.82,384.61,384.61
548.03,437.3,437.3
729.53,661.07,661.07
1080.02,1034.5,1412.54
485.47,621.797,1394.8
268.37,126.836,1369.29
43.13,49.4243,1413.51
2.02,0,1393.27
0.00,0,1462.1
1.32,0,1442.19
8.30,0,1413.71
346.36,418.363,1459.07
607.20,496.572,1284.84
728.14,776.379,994.85
906.90,906.902,949.51
778.22,778.22,778.22
733.02,733.02,733.02
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
593.63,446.62,446.62
761.45,647.67,647.67
1053.85,1008.33,1370.29
360.13,360.66,1374.5
1.00,0,1345.92
0.00,0,1355.64
0.00,0,1307.59
0.00,0,1366.41
0.00,0,1372.77
10.48,0,1374.97
272.50,239.479,1418.53
474.97,487.011,1240.83
734.85,766.315,982.28
905.12,905.122,931.23
770.48,770.48,770.48
740.50,740.5,740.5
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
481.35,481.351,496.18
423.95,423.948,517.31
476.01,476.01,883.92
60.11,60.1052,852.95
0.00,0,822.16
0.00,0,844.08
0.00,0,848.07
0.00,0,850.23
0.00,0,521.9
0.00,0,527.75
0.00,0,575.89
0.00,0,508.07
37.95,32.1932,431.14
307.79,330.865,372.22
272.87,346.28,346.28
244.24,321.84,321.84
263.83,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,91.0021,272.94
295.29,297.39,297.39
298.72,302.913,305.21
218.04,224.332,309.13
128.92,79.6139,327.78
0.00,0,386.78
0.00,0,338.13
0.00,0,252.68
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,282.99
0.00,0,424.91
0.00,0,487.95
243.42,243.424,457.3
271.73,271.727,311.62
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
422.16,422.163,424.46
584.79,586.516,659.2
1083.42,1083.42,1415.38
1042.86,1042.86,1403.78
630.64,630.64,1382.13
715.06,712.534,1413.27
9.86,0,1384.11
0.00,0,1449.04
0.86,0,1457.13
1.41,0,1443.04
289.57,463.286,1473.09
675.58,504.131,1290.31
829.17,829.173,1024.46
933.94,933.937,973.83
818.87,818.87,818.87
780.80,780.8,780.8
384.61,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
391.07,322.79,322.79
490.82,384.61,384.61
619.67,496.73,496.73
740.42,686.95,686.95
1083.42,1083.42,1434.8
1071.35,1071.35,1442.1
1071.35,1071.35,1443.47
1069.26,1071.35,1478.05
814.51,632.432,1435.72
244.54,245.071,1498.06
398.21,417.082,1479.36
195.64,139.145,1442.38
734.08,736.177,1461.35
982.92,985.013,1264.89
823.08,823.082,985.16
884.72,884.723,925.66
744.99,744.99,744.99
715.38,715.38,715.38
404.84,384.61,384.61
391.07,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
414.24,310.56,310.56
391.07,322.79,322.79
420.01,384.61,384.61
546.33,433.39,433.39
649.77,634.35,634.35
1083.42,1083.42,1391.51
1071.35,1071.35,1389.07
882.99,882.987,1345.41
908.50,827.574,1353.7
484.23,302.155,1308.04
25.90,26.433,1364.22
249.50,243.743,1359.3
296.11,340.155,1355.23
605.59,609.779,1407.01
835.19,841.482,1236.86
762.51,713.203,974.11
893.79,893.793,927.42
757.04,757.04,757.04
726.22,726.22,726.22
389.67,384.61,384.61
322.79,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
414.24,310.56,310.56
391.07,322.79,322.79
420.01,384.61,384.61
590.01,439.19,439.19
691.36,640.66,640.66
1083.42,1083.42,1383.8
1071.35,1071.35,1386.12
895.67,895.67,1347.65
949.81,904.289,1356.06
932.35,752.802,1307.96
130.23,130.762,1359.94
0.27,0,1363.41
6.00,0,1368.49
407.43,402.679,1423.27
641.76,648.048,1253.96
785.81,790.006,991.35
939.10,939.1,968.55
813.23,813.23,813.23
774.35,774.35,774.35
384.61,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
375.90,322.79,322.79
498.41,384.61,384.61
619.14,513.26,513.26
713.46,680.22,680.22
1058.19,1007.62,1418.66
407.81,402.049,1397.3
70.70,50.938,1360.86
0.80,0,1367.01
0.00,0,1319.82
0.87,0,1381.6
0.40,0,1389.97
45.95,31.8008,1396.74
366.20,354.147,1444.64
628.78,630.205,1263.53
762.29,787.456,992.56
937.66,937.663,969.41
816.28,816.28,816.28
788.01,788.01,788.01
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
430.97,430.97,436.4
405.70,405.699,508.46
613.87,613.871,928.21
188.35,188.353,912.9
27.46,27.4567,886.72
218.22,218.217,899.32
0.00,0,901.13
0.00,0,896.71
0.00,0,555.77
0.00,0,554.78
0.00,0,596.53
125.32,147.317,522.89
252.82,324.133,460.73
196.67,318.322,340.67
247.70,346.28,346.28
313.45,321.84,321.84
289.00,297.39,297.39
264.55,272.94,272.94
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,78.7821,260.72
264.55,272.94,272.94
289.00,115.452,297.39
307.96,307.961,315.48
231.82,240.205,309.13
0.00,0,352.83
0.00,0,444.91
0.00,0,392.89
0.00,0,339.43
0.00,0,256.3
0.00,0,223.57
0.00,0,223.57
0.00,0,297.97
0.00,0,427.6
0.00,0,482.46
236.24,236.239,440.09
270.93,270.931,294.95
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
447.37,447.366,448.41
552.80,552.8,657.44
1029.52,1029.52,1411.95
442.50,624.346,1391.5
229.55,49.7041,1350.94
101.63,101.625,1379.45
0.98,0,1348.15
1.37,0,1409.65
0.08,0,1414.28
28.55,8.11469,1405.01
286.64,268.296,1441.29
606.46,611.682,1245.41
745.10,778.662,984.81
928.56,928.558,963.02
799.39,799.39,799.39
759.66,759.66,759.66
389.67,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
345.55,322.79,322.79
498.41,384.61,384.61
661.68,524.24,524.24
824.99,671.56,671.56
1083.42,1083.42,1381.55
442.17,421.731,1373.33
17.06,37.028,1341.35
0.00,0,1350.14
0.00,0,1309.86
0.00,0,1368.43
0.00,0,1360.78
10.22,0,1353.9
600.68,525.713,1395.02
577.47,574.569,1213.07
686.67,774.758,965.45
925.44,925.444,957.4
809.65,809.65,809.65
776.28,776.28,776.28
389.67,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
360.72,322.79,322.79
498.41,384.61,384.61
676.94,540.05,540.05
770.74,678.23,678.23
1083.42,1083.42,1382.56
520.47,526.762,1366.81
230.69,205.482,1340.39
42.09,44.1866,1346.24
0.00,0,1296.39
0.00,0,1350.04
1.83,10.2217,1353.63
8.31,6.74734,1361.87
480.79,595.072,1412.39
753.57,626.166,1240.66
819.91,826.206,987.24
970.35,970.353,980.17
819.68,819.68,819.68
794.20,794.2,794.2
384.61,384.61,384.61
391.07,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
414.24,310.56,310.56
391.07,322.79,322.79
420.01,384.61,384.61
531.56,436.46,436.46
629.07,654.64,654.64
1061.59,1026.18,1370.39
488.01,598.112,1361.71
239.47,130.94,1337.77
33.69,33.6853,1342.84
1.12,0,1295.28
0.97,0,1350.19
0.00,0,1355.17
1.39,0,1356.6
349.38,349.91,1404.27
679.65,736.281,1234.42
795.36,739.584,975.83
926.97,926.969,948.9
770.54,770.54,770.54
740.58,740.58,740.58
384.61,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
375.90,322.79,322.79
498.41,384.61,384.61
588.23,436.5,436.5
685.97,617.34,617.34
1083.42,1083.42,1369.8
1069.93,1069.93,1367.98
926.59,926.586,1341.18
548.73,548.725,1352.64
194.41,181.767,1316.73
1.27,0,1382.52
9.62,0,1395.59
95.51,89.755,1389.32
383.19,339.842,1422.26
651.38,701.712,1244.13
793.14,801.53,985.33
948.30,948.302,976.29
813.29,813.29,813.29
776.42,776.42,776.42
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
433.10,433.096,436.02
488.43,488.429,536.05
757.49,757.487,935.23
369.49,369.491,931.96
110.61,110.611,897.19
0.00,0,902.06
0.00,0,913.16
0.00,0,935.97
0.00,0,609.95
0.00,0,591.08
0.00,0,628.25
0.00,0,554.09
111.27,289.553,473.77
142.84,316.922,341.15
331.60,346.28,346.28
313.45,321.84,321.84
289.00,297.39,297.39
264.55,272.94,272.94
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,78.7821,260.72
264.55,272.94,272.94
289.00,115.452,297.39
311.29,315.48,315.48
231.84,233.939,309.13
105.39,53.9769,416.6
0.00,0,445.18
0.00,0,381.23
0.00,0,324.23
0.00,0,223.57
0.00,0,328.15
0.00,0,351.82
0.00,0,366.86
0.00,0,463.16
0.00,0,481.86
271.19,325.726,497.62
310.68,310.679,338.04
342.09,346.28,346.28
317.64,321.83,321.83
289.00,297.39,297.39
264.55,272.94,272.94
260.72,156.227,260.72
308.46,310.56,310.56
308.46,310.56,310.56
308.46,310.56,310.56
316.50,322.79,322.79
378.32,384.61,384.61
497.87,504.16,504.16
559.30,559.296,654.12
1032.30,1032.3,1392.17
453.52,454.056,1389.99
0.91,0,1347.37
0.00,0,1359.13
0.00,0,1321.2
0.00,0,1370.18
0.00,0,1368.55
2.09,0,1362.48
249.69,218.767,1410.35
499.93,458.519,1240.73
693.42,767.847,986.08
954.49,954.487,976
812.73,812.73,812.73
784.89,784.89,784.89
389.67,384.61,384.61
330.38,322.79,322.79
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
414.24,310.56,310.56
391.07,322.79,322.79
420.01,384.61,384.61
629.08,534.24,534.24
697.12,664.13,664.13
1072.98,1032.52,1384.04
763.55,763.545,1389.09
343.59,343.589,1359.5
203.04,203.038,1389.59
717.70,717.699,1342.2
257.67,252.9,1386.21
1020.98,1020.98,1379.73
922.45,922.897,1361.51
1020.98,1020.98,1401.96
994.82,1003.21,1235.47
900.62,896.553,981.46
956.91,956.908,972.99
810.12,810.12,810.12
786.24,786.24,786.24
389.67,384.61,384.61
330.38,322.79,322.79
310.56,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
320.68,310.56,310.56
375.90,322.79,322.79
498.41,384.61,384.61
675.60,576.98,576.98
789.76,706.52,706.52
1069.55,1051.85,1415.9
827.67,833.959,1388.7
372.19,364.335,1342.37
143.96,146.06,1351.41
0.64,0,1306.97
42.16,38.5039,1365.43
84.82,180.231,1377.68
504.10,520.875,1387.24
639.87,675.525,1442.68
