dispatcher,reopt,original_load
867.43,867.43,867.43
664.68,664.68,664.68
640.27,640.27,640.27
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
455.83,455.83,455.83
542.64,542.642,589.01
890.17,890.167,1288.26
475.30,475.297,1321.82
153.81,94.3804,1311.54
135.77,0,1313.76
0.00,0,1280.67
0.00,0,1334.81
0.51,0,1339.4
229.16,232.264,1343.7
888.88,773.514,1398.66
802.26,852.597,1232.31
759.10,759.591,972.84
951.80,951.799,965.99
775.19,775.19,775.19
727.11,727.11,727.11
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
455.72,455.72,455.72
399.52,399.517,428.34
666.08,666.077,788.68
594.63,594.627,777.8
379.18,379.178,759.1
457.84,457.84,801.42
339.16,339.163,817.46
430.62,430.623,804.07
53.99,53.9883,456.05
117.16,117.164,468.89
0.00,0,516.14
5.47,0,426.78
83.28,0,309.13
302.90,315.48,315.48
344.18,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
271.60,273.7,273.7
292.61,298.9,298.9
327.26,327.26,327.26
279.04,285.33,311.02
135.01,121.514,310.26
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
59.54,54.82,309.13
315.48,315.48,315.48
346.28,346.28,346.28
321.83,321.83,321.83
299.28,299.28,299.28
274.46,274.46,274.46
262.61,262.61,262.61
312.08,312.08,312.08
312.46,312.46,312.46
312.08,312.08,312.08
324.69,324.69,324.69
386.13,386.13,386.13
445.57,445.57,445.57
500.60,500.602,578.09
886.90,886.896,1275.59
160.35,160.889,1238.85
0.00,0,1224.66
0.00,0,1271.58
0.90,0,1237.92
422.41,462.26,1294.58
164.39,164.388,1295.8
299.40,299.395,1310.92
322.51,322.505,1359.72
576.00,575.995,1173.97
621.65,621.646,889.2
833.22,833.22,833.22
675.87,675.87,675.87
684.84,684.84,684.84
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
456.32,456.32,456.32
524.79,524.79,600.19
904.57,904.571,1294.31
871.31,871.314,1309.3
568.18,568.182,1314.45
819.81,819.813,1338.42
561.78,561.778,1290.92
251.14,251.143,1341.2
293.85,293.849,1340.88
154.10,103.336,1338.77
819.01,819.005,1387.74
823.58,823.575,1225.01
734.71,734.713,959.45
946.05,946.05,946.05
762.07,762.07,762.07
740.42,740.42,740.42
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
445.36,445.36,445.36
513.72,512.506,588.95
904.10,903.435,1336.2
951.80,951.799,1359.1
677.59,677.587,1336.55
442.11,442.104,1335.83
0.91,0,1294.59
486.54,486.975,1360.65
853.51,855.16,1367.71
951.80,951.799,1368.91
951.80,951.799,1414.09
949.75,949.754,1233.39
793.79,795.344,970.58
951.80,951.799,973.32
776.63,776.63,776.63
726.62,726.62,726.62
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
446.26,446.26,446.26
567.45,567.452,613.82
971.28,971.277,1387.75
496.49,496.487,1379.77
220.00,219.999,1337
627.43,627.434,1344.67
0.00,0,1299.51
0.00,0,1361.63
0.13,0,1375.51
0.74,168.526,1395.18
504.21,653.122,1441.79
803.74,803.742,1245.07
703.69,704.127,971.89
951.80,951.799,972.34
801.01,801.01,801.01
768.79,768.79,768.79
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
447.20,447.2,447.2
525.62,525.617,605.82
928.20,928.203,1390
529.72,529.714,1386.68
171.38,5.08603,1347.28
259.76,77.8226,1358.59
0.98,0,1315.92
0.00,0,1380.62
0.74,0,1394.3
0.49,0,1378.66
174.76,190.634,1401.13
428.33,596.119,1229.81
710.64,710.637,956.26
949.45,949.45,949.45
739.52,557.582,739.52
640.17,640.17,640.17
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
446.39,446.39,446.39
373.61,373.608,428.33
587.51,587.512,788.23
183.55,183.551,740.38
0.00,0,766.14
0.00,0,787.15
0.00,0,809.14
7.69,8.22214,796.49
0.00,0,477.75
0.00,0,466.43
0.00,0,503.92
238.04,246.431,426.68
134.01,157.078,309.13
302.90,315.48,315.48
316.92,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
212.48,260.72,260.72
212.48,260.72,260.72
212.48,260.72,260.72
239.75,260.72,260.72
266.65,272.94,272.94
281.74,298.52,298.52
311.08,317.37,317.37
240.66,242.759,310.64
185.43,16.0769,309.13
155.32,88.1723,307.37
0.00,0,277.38
0.00,0,223.57
1.52,0,223.57
0.68,0,223.57
0.30,0,223.57
1.84,0,227.2
236.30,201.807,390.44
294.97,297.07,477.11
221.50,246.666,442.58
298.50,304.792,305.21
344.18,346.28,346.28
321.83,321.83,321.83
289.00,297.39,297.39
266.65,272.94,272.94
239.75,78.7821,260.72
304.27,310.56,310.56
304.27,310.56,310.56
304.27,310.56,310.56
310.21,322.79,322.79
378.32,384.61,384.61
418.10,434.88,434.88
541.20,541.2,589.03
1038.03,1042.22,1275.52
188.92,189.453,1238.8
0.00,0,1189.87
0.00,0,1189.86
0.00,0,1210.23
0.00,0,1278.67
0.00,0,1243.06
0.00,0,1189.81
11.09,11.6205,1238.71
250.27,250.803,1076.04
532.81,585.245,826.9
823.01,823.01,823.01
664.77,664.77,664.77
640.35,640.35,640.35
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
434.98,434.98,434.98
497.60,497.598,589.08
798.97,798.974,1275.6
349.35,295.846,1249.97
32.39,32.3849,1247.76
0.00,0,1212.97
0.00,0,1140.11
0.00,0,1189.91
0.00,0,1201
0.00,0,1265.68
162.04,291.008,1324.5
523.44,343.602,1155.68
422.94,605.411,849.99
772.69,823.03,823.03
664.80,664.8,664.8
640.37,640.37,640.37
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
435.00,435,435
475.61,475.607,577.95
836.07,836.072,1275.52
434.68,252.739,1238.8
2.32,2.31969,1238.79
0.00,0,1280.15
0.00,0,1231.78
0.00,0,1290
0.00,0,1295.52
0.00,0,1294.68
117.09,246.054,1330.3
361.09,543.568,1156.79
607.26,659.695,901.35
832.82,832.817,834.07
664.71,664.71,664.71
640.30,458.362,640.3
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
435.06,435.06,435.06
493.13,493.132,589
831.52,831.519,1303.55
437.50,255.56,1306.16
86.32,86.3219,1314.02
0.00,0,1323.08
0.00,0,1282.01
0.00,0,1338.06
0.00,0,1338.08
0.00,0,1331.86
142.86,267.342,1363.38
478.39,537.112,1176.86
710.92,710.92,907.46
841.45,841.445,846.04
675.80,675.8,675.8
662.53,662.53,662.53
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
435.35,435.35,435.35
509.87,508.299,577.85
1060.89,1060.89,1275.47
943.01,943.009,1288.26
838.12,838.121,1288.43
540.64,540.635,1289.41
443.89,443.892,1254.49
495.09,495.084,1317.17
545.01,363.098,1319.71
951.80,951.799,1312.9
951.80,951.799,1342.03
947.80,947.805,1139.75
652.82,652.817,826.8
817.27,817.271,822.91
664.69,664.69,664.69
640.29,640.29,640.29
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
435.16,435.16,435.16
378.31,378.313,428.44
641.87,641.867,777.21
555.87,555.865,740.5
0.00,0,691.57
0.00,0,727.03
0.00,0,782.11
0.00,0,792.58
0.00,0,449.39
0.00,0,451.58
0.00,0,496.35
0.00,0,411.54
2.87,16.4761,309.13
194.08,301.043,305.22
316.92,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,91.0021,272.94
212.48,260.72,260.72
212.48,260.72,260.72
239.75,260.72,260.72
239.75,78.7821,260.72
266.65,272.94,272.94
272.60,297.77,297.77
290.33,307.11,307.11
207.04,209.132,310.64
0.00,0,311.02
0.00,0,273.98
0.00,0,225.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
2.41,0,309.13
197.56,114.197,306.16
331.01,347.79,347.79
319.54,323.73,323.73
292.62,298.91,298.91
253.87,274.84,274.84
260.15,236.327,262.25
308.28,312.47,312.47
303.71,312.1,312.1
297.80,312.48,312.48
318.08,324.37,324.37
380.29,386.58,386.58
412.80,425.38,425.38
466.42,472.715,578.4
789.35,791.446,1275.8
160.98,161.517,1239.06
0.00,0,1212.33
0.00,0,1213.5
0.00,0,1213.01
0.00,0,1267.59
0.00,0,1277.57
1.47,116.829,1283.33
331.87,514.342,1321.39
431.20,550.751,1122.41
550.38,550.375,826.91
811.56,811.563,823.05
664.83,664.83,664.83
640.40,640.4,640.4
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
323.92,323.92,323.92
386.51,386.51,386.51
424.92,424.92,424.92
482.64,482.64,589.16
816.29,816.29,1275.58
843.45,843.452,1238.83
539.28,539.281,1189.89
449.50,449.5,1200.99
61.92,8.4106,1224.24
528.99,528.994,1294.06
680.97,680.97,1294.61
867.69,867.693,1288.97
864.07,864.069,1326.91
911.64,911.638,1148.28
628.45,628.45,826.87
834.82,834.817,845.26
664.76,664.76,664.76
640.33,458.392,640.33
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
424.66,424.66,424.66
469.96,469.958,577.94
817.63,817.633,1288.62
432.83,250.895,1250.95
81.77,81.7717,1190
0.00,0,1189.94
0.00,0,1172
0.00,0,1287.13
0.00,0,1297.21
0.00,0,1284.96
153.71,318.579,1336.64
456.02,546.212,1165.7
516.13,625.193,873.74
829.47,829.465,837.82
664.76,664.76,664.76
651.48,651.48,651.48
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
424.66,424.66,424.66
458.53,457.366,577.88
1060.89,1060.89,1281.2
951.80,951.799,1277.28
790.34,790.336,1267.38
609.64,610.358,1317.36
951.80,951.799,1286.13
728.29,728.293,1336.92
649.81,467.873,1335.3
810.22,810.217,1335.09
788.53,788.53,1367.29
720.24,720.244,1176.61
623.80,623.798,908.27
828.37,828.371,846.96
664.69,664.69,664.69
651.41,651.41,651.41
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
424.78,424.78,424.78
459.44,459.445,577.87
796.04,796.038,1297.31
401.96,220.021,1340.59
51.09,51.088,1336.85
0.00,0,1347.07
0.00,0,1315.26
0.00,0,1371.9
0.00,0,1365.35
1.87,25.9661,1358.55
310.38,310.915,1408.3
475.85,633.156,1240.53
724.66,724.661,983.86
951.56,769.626,963.26
788.73,788.73,788.73
732.64,732.64,732.64
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
424.87,424.87,424.87
383.99,383.992,494.69
419.28,419.281,913.66
26.40,26.3944,903.62
0.00,0,867.26
0.00,0,876.3
0.00,0,887.81
0.00,0,894.72
0.00,0,564.73
0.00,0,560.47
0.00,0,599.98
0.00,0,525.42
0.62,1.64678,309.13
99.53,100.063,294.95
306.43,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
239.75,260.72,260.72
239.75,260.72,260.72
239.75,260.72,260.72
239.75,78.7821,260.72
266.65,272.94,272.94
289.00,297.39,297.39
292.63,305.21,305.21
183.79,187.989,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
54.94,54.9435,309.13
277.82,277.823,294.95
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
399.57,399.571,414.4
469.59,469.59,589.06
940.99,940.991,1354.54
397.19,527.823,1335.09
186.16,50.3683,1295.42
11.73,18.0187,1309.42
0.00,0,1286.55
0.78,0,1347.35
1.03,0,1347.86
5.78,0,1342.18
329.90,385.485,1387.64
630.38,519.749,1223.01
716.24,777.06,951.67
884.46,884.462,917.88
764.60,764.6,764.6
740.00,740,740
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
398.65,322.79,322.79
490.82,384.61,384.61
626.42,501.77,501.77
695.67,676.63,676.63
964.30,931.426,1393.64
363.23,363.769,1384.71
49.37,49.9034,1345.5
0.65,0,1348.27
1.59,0,1299.68
0.00,0,1349.68
1.29,0,1347.7
10.12,0,1345.13
273.82,261.77,1391.32
545.54,544.638,1224.7
779.91,802.983,974.46
920.11,920.11,947.68
783.00,783,783
745.47,745.47,745.47
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
416.78,414.97,414.97
699.33,653.49,653.49
1008.15,874.123,1368.92
228.27,228.804,1338.93
0.00,0,1304.83
0.31,0,1331.5
1.38,0,1290.18
0.00,0,1342.01
0.00,0,1344.1
1.57,13.0872,1345.88
212.01,204.158,1395.95
483.63,479.97,1225.63
801.47,801.466,954.98
879.76,879.758,903.36
711.28,711.28,711.28
640.27,640.27,640.27
384.61,384.61,384.61
368.31,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
398.65,322.79,322.79
397.25,384.61,384.61
448.37,414.97,414.97
535.25,590.69,590.69
904.45,861.46,1348.32
253.03,253.569,1338.84
0.60,0,1313.98
0.00,0,1336.42
0.00,0,1294.83
0.00,0,1351.13
0.00,0,1352.27
3.69,0,1349.8
301.09,297.433,1396.28
497.95,494.291,1227.21
756.84,767.839,953.22
875.47,875.472,903.46
711.27,711.27,711.27
684.76,684.76,684.76
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
496.62,419.67,419.67
670.66,611.23,611.23
1109.75,952.967,1345.63
381.78,511.813,1320.74
256.74,121.739,1274.32
163.09,167.284,1299.74
0.40,0,1266.74
0.00,0,1329.18
0.00,0,1318.33
1.27,0,1315.6
452.51,539.244,1354.73
554.51,462.762,1144.51
652.19,658.486,826.83
772.38,772.379,812.69
664.74,664.74,664.74
640.32,640.32,640.32
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
393.99,393.994,416.76
304.16,304.157,439.5
353.23,353.228,788.29
0.00,0,809.46
0.00,0,774.14
0.00,0,742.69
0.00,0,762.97
0.00,0,746.85
0.00,0,427.28
0.00,0,449.75
0.00,0,502.9
0.00,0,429.73
0.76,68.9007,309.13
76.15,254.431,294.95
272.87,346.28,346.28
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
254.81,261.1,261.1
268.55,92.9021,274.84
296.81,298.91,298.91
276.34,102.788,296.84
189.11,191.208,310.26
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
139.12,139.115,309.13
263.83,263.829,294.95
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
311.70,311.7,311.7
324.30,324.3,324.3
386.50,386.5,386.5
389.04,389.039,414.52
497.74,497.737,577.94
1061.14,1061.14,1316.37
518.34,612.726,1341.45
314.63,216.419,1328.03
619.78,623.979,1345.81
0.45,0,1307.09
4.22,62.9444,1364.58
0.03,0,1364.32
29.18,0,1355.78
255.54,205.733,1402.12
627.48,688.302,1234.27
746.71,706.167,977.67
893.88,893.883,927.51
750.50,750.5,750.5
697.98,697.98,697.98
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
395.26,414.27,414.27
657.38,637.44,637.44
1052.25,900.518,1418.29
302.01,302.544,1392.41
0.00,0,1360.39
0.00,0,1375.53
0.00,0,1332.81
0.00,0,1387.61
0.00,0,1375.71
3.88,0,1364.77
220.08,208.034,1408.18
489.10,453.983,1233.27
724.48,775.53,962.65
863.63,863.625,888.48
739.75,739.75,739.75
709.04,709.04,709.04
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
480.98,404.66,404.66
583.15,600.03,600.03
1102.98,925.964,1367.71
357.96,358.491,1354.16
43.97,44.5052,1327.57
1.06,0,1306.68
0.00,0,1270.35
0.00,0,1321.82
0.00,0,1313.39
1.45,0,1306.97
264.78,259.021,1352.02
476.83,481.94,1173.01
709.13,711.227,899.83
767.36,767.361,813.52
664.67,664.67,664.67
651.41,651.41,651.41
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
460.47,384.61,384.61
538.20,404.76,404.76
603.05,577.83,577.83
1089.02,1058.67,1299.7
555.17,571.949,1326.99
232.23,204.871,1307.7
387.07,397.551,1321.98
69.14,69.1349,1284.51
0.00,0,1338.95
2.11,0,1337.9
17.14,0,1334.25
375.24,308.657,1378.89
623.85,716.136,1189.42
703.68,697.221,912.66
803.06,803.063,847.76
675.79,675.79,675.79
640.25,640.25,640.25
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
466.42,404.85,404.85
622.39,577.81,577.81
1057.18,882.687,1348.87
335.99,369.606,1370.18
46.76,0,1342.05
3.51,3.50809,1353.6
0.00,0,1318.56
0.00,0,1380.87
1.17,0,1389.37
3.94,0,1391.81
343.32,434.812,1432.87
626.98,535.226,1247.05
753.69,757.886,979.49
881.68,881.683,922.62
717.91,717.91,717.91
684.72,684.72,684.72
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
370.02,370.019,404.69
302.55,302.554,428.29
456.93,456.934,839.78
203.80,203.798,874.04
0.00,0,843.45
0.00,0,844.98
0.00,0,858.29
0.00,0,871.11
0.00,0,522.64
0.00,0,516.31
0.00,0,564.03
9.15,0,497.06
1.33,117.735,309.13
44.39,218.47,284.68
335.79,346.28,346.28
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,78.7821,260.72
272.94,272.94,272.94
295.29,297.39,297.39
263.78,265.882,284.68
227.65,233.939,309.13
147.64,0,309.13
28.07,32.2673,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
15.98,15.976,272.46
139.12,139.115,309.13
224.96,224.958,309.13
251.05,251.053,284.68
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
382.40,382.398,404.12
475.49,476.581,577.88
1109.80,1151.77,1328.47
1003.05,1050.95,1346.56
985.08,985.08,1308.4
969.15,931.22,1311.56
996.62,865.117,1278.04
736.01,736.547,1334.54
844.79,855.361,1344.01
992.92,1004.02,1344.47
1027.62,1004.02,1382.25
1017.30,1004.02,1218.89
821.87,836.555,954.98
854.93,854.935,894.41
721.71,721.71,721.71
662.53,662.53,662.53
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
490.82,384.61,384.61
426.36,404.33,404.33
630.19,585.39,585.39
1109.80,1151.77,1367.03
1003.05,1050.95,1381.61
1003.05,1023.51,1344.32
483.41,369.609,1361.5
759.54,579.989,1338.58
812.70,805.144,1395.41
945.71,1004.02,1397.88
1027.62,1004.02,1393.73
1027.62,1004.02,1420.98
1027.62,1004.02,1248.76
855.12,875.155,990.35
895.71,895.715,935.19
750.51,750.51,750.51
715.60,715.6,715.6
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
498.85,384.61,384.61
556.27,416.1,416.1
726.58,630.34,630.34
1109.80,1151.77,1413.42
1003.05,1050.95,1394.19
1003.05,1026.96,1353.83
1003.05,1050.95,1382.11
1003.05,1050.95,1342.92
1048.59,1004.02,1410.86
1048.59,1004.02,1430.46
1048.59,1004.02,1435.04
1048.59,1004.02,1453.51
1048.59,1004.02,1247.17
884.41,884.414,978.82
892.76,892.76,922.21
743.75,743.75,743.75
651.33,651.33,651.33
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
523.69,384.61,384.61
534.96,405.37,405.37
672.58,588.9,588.9
1109.80,1139.48,1300.72
1003.05,1050.95,1315.52
659.51,659.509,1291.32
457.68,455.146,1312.53
330.18,218.91,1284.53
231.48,232.01,1343.18
165.34,153.784,1342.67
482.02,484.114,1337.32
598.14,682.032,1369.61
706.29,543.232,1188.22
636.38,724.473,914.33
786.94,786.941,836.65
664.66,664.66,664.66
640.25,640.25,640.25
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
397.25,384.61,384.61
523.46,405.13,405.13
564.07,577.85,577.85
951.85,797.591,1275.47
268.19,266.625,1277.75
23.19,20.3251,1296.36
0.84,0,1316.67
0.00,0,1276.27
0.68,0,1336.68
3.56,0,1339.27
3.22,0,1334.86
427.75,503.208,1386.7
573.44,467.008,1188.44
677.26,715.012,902.78
834.07,834.066,877.51
711.18,711.18,711.18
640.28,640.28,640.28
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
371.47,371.47,415.54
251.71,251.712,428.41
353.21,353.21,810.62
77.94,77.9403,822.12
0.00,0,797.38
0.00,0,826.13
0.00,0,840.15
0.00,0,842.22
0.00,0,508.22
0.00,0,507.96
0.00,0,556.14
0.00,0,477.47
1.60,67.6476,309.13
45.60,228.078,284.68
264.70,336.01,336.01
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,78.7821,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,297.39,297.39
258.35,262.54,284.68
224.10,48.4507,309.13
137.21,143.501,309.13
15.34,17.438,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,284.69
214.11,214.111,398.12
226.60,226.595,321.21
224.53,224.527,284.68
336.01,336.01,336.01
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
324.30,324.3,324.3
376.24,376.24,376.24
374.10,374.104,404.18
407.66,407.656,577.88
911.47,911.47,1372.64
381.57,454.867,1363.78
78.63,7.84796,1331.85
23.51,23.5069,1336.63
1.70,0,1297.72
1.40,0,1359.36
0.00,0,1360.11
301.36,301.899,1348.74
320.51,449.482,1384.39
605.17,469.37,1209.39
747.73,754.023,938.24
852.62,852.62,894.81
691.21,691.21,691.21
640.27,640.27,640.27
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
381.82,408.55,408.55
599.13,577.87,577.87
958.78,791.873,1281.24
252.89,253.427,1314.47
0.24,0,1293.77
0.00,0,1314.31
0.00,0,1282.46
0.00,0,1329.63
0.00,0,1329.16
6.47,0,1330.37
238.03,215.493,1380.55
482.60,449.581,1215.5
696.13,758.164,958.38
873.86,873.858,910.2
716.44,716.44,716.44
640.27,640.27,640.27
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
368.31,322.79,322.79
475.50,374.35,374.35
466.68,404.35,404.35
642.83,625.01,625.01
973.38,917.749,1378.71
370.62,486.587,1384.79
135.75,6.24753,1344.87
20.04,34.7205,1350.35
0.00,0,1312.27
0.81,0,1372.19
0.72,0,1378.53
37.69,36.1314,1397.52
393.60,383.651,1471.22
730.26,768.014,1303.33
811.59,785.35,1043.75
905.66,905.659,969.78
797.67,797.67,797.67
765.12,765.12,765.12
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
504.73,405.14,405.14
680.47,647.89,647.89
1107.47,953.212,1379.92
448.93,591.556,1382.73
