original_load,net_load,pv_cf,reopt_grid_to_load,python_dispatcher,original_load_hold
2677,1905.048624,0.355121,0,-8.21E+02,525.77
2678,2191.379848,0.22386,0,-5.67E+02,527.32
2679,2417.084626,0.120489,0,-1.61E+02,576.64
2680,2266.611985,0.190171,0,2.11E+01,514.72
2681,2585.909736,0.0437444,0,1.15E+02,309.13
2682,2679.243008,0.0012683,294.585,2.29E+02,305.22
2683,2683,0,346.28,2.81E+02,346.28
2684,2684,0,321.84,2.35E+02,321.84
2685,2685,0,0,2.32E+02,297.39
2686,2686,0,272.94,1.86E+02,272.94
2687,2687,0,260.72,1.74E+02,260.72
2688,2688,0,144.763,1.74E+02,260.72
2689,2689,0,260.72,1.74E+02,260.72
2690,2690,0,260.72,1.74E+02,260.72
2691,2691,0,0,2.08E+02,272.94
2692,2692,0,297.39,2.32E+02,297.39
2693,2673.660164,0.00889691,279.977,2.14E+02,305.21
2694,2431.925941,0.120562,139.383,6.71E+01,309.13
2695,1977.164628,0.330226,0,-1.07E+02,309.13
2696,1545.812644,0.529121,0,-5.58E+02,272.46
2697,1230.38564,0.674687,0,-9.22E+02,223.57
2698,1176.87401,0.699764,0,-1.22E+03,223.57
2699,1001.070427,0.781099,0,-1.15E+03,223.57
2700,1006.591868,0.779019,0,-1.23E+03,223.57
2701,1034.624872,0.766583,0,-1.05E+03,223.57
2702,1360.927379,0.616934,0,-8.63E+02,223.57
2703,1681.728074,0.469816,0,-4.73E+02,272.46
2704,2088.644841,0.283082,0,-3.10E+01,309.13
2705,2524.968151,0.0828201,200.275,1.52E+02,309.13
2706,2702.961504,0.0013978,0,2.49E+02,305.21
2707,2707,0,346.28,3.03E+02,346.28
2708,2708,0,321.83,3.00E+02,321.83
2709,2709,0,297.39,2.54E+02,297.39
2710,2710,0,194.889,2.51E+02,272.94
2711,2711,0,260.72,2.17E+02,260.72
2712,2712,0,310.56,2.67E+02,310.56
2713,2713,0,310.56,2.67E+02,310.56
2714,2714,0,310.56,2.67E+02,310.56
2715,2715,0,322.79,2.79E+02,322.79
2716,2716,0,384.61,3.41E+02,384.61
2717,2693.072879,0.0110072,579.565,5.35E+02,608.76
2718,2599.762346,0.0543929,572.284,5.21E+02,764.97
2719,2466.79051,0.116024,913.691,8.68E+02,1470.06
2720,1857.824126,0.396627,478.479,4.16E+02,1434.4
2721,1851.315925,0.400081,0,1.87E+01,1382.07
2722,2284.178811,0.201411,0,1.05E+01,1377.82
2723,2261.460806,0.212322,0,-6.62E+01,1318.03
2724,2260.55441,0.213199,0,1.48E-01,1366.33
2725,2296.991208,0.196897,0,-1.42E+00,1363.69
2726,2363.22822,0.166886,280.513,2.13E+02,1363.64
2727,2447.107549,0.128759,537.189,4.78E+02,1413.45
2728,2552.75501,0.080618,848.321,8.10E+02,1249.75
2729,2657.523616,0.0328813,856.694,8.28E+02,998.08
2730,2725.269072,0.00217637,979.549,9.67E+02,992.43
2731,2731,0,831.96,8.10E+02,831.96
2732,2732,0,806.21,7.85E+02,806.21
2733,2733,0,384.61,3.63E+02,384.61
2734,2734,0,322.79,3.01E+02,322.79
2735,2735,0,310.56,2.89E+02,310.56
2736,2736,0,310.56,2.89E+02,310.56
2737,2737,0,310.56,2.89E+02,310.56
2738,2738,0,310.56,2.89E+02,310.56
2739,2739,0,322.79,3.01E+02,322.79
2740,2740,0,384.61,3.56E+02,384.61
2741,2711.196092,0.0137107,560.314,5.37E+02,589.3
2742,2486.916786,0.117346,610.751,5.84E+02,723.36
2743,2056.897322,0.315628,1268.53,1.09E+03,1432.86
2744,1716.326321,0.472761,979.549,9.67E+02,1404.73
2745,1302.553615,0.663569,979.549,9.67E+02,1359.36
2746,1077.522837,0.76755,979.549,9.67E+02,1362.18
2747,989.7721549,0.808378,925.719,9.09E+02,1315.47
2748,1043.042628,0.784332,758.413,7.33E+02,1367.75
2749,1274.477465,0.678325,772.539,7.47E+02,1368.53
2750,1807.22943,0.433703,467.378,4.07E+02,1370.54
2751,1849.589751,0.414676,608.639,5.74E+02,1423.8
2752,2222.600054,0.24354,827.785,8.09E+02,1259.66
2753,2577.576544,0.0807001,890.808,8.85E+02,1008.63
2754,2741.227101,0.00587592,979.549,9.67E+02,1002.13
2755,2755,0,841.29,8.20E+02,841.29
2756,2756,0,813.57,7.92E+02,813.57
2757,2757,0,384.61,3.85E+02,384.61
2758,2758,0,322.79,3.23E+02,322.79
2759,2759,0,0,3.11E+02,310.56
2760,2760,0,310.56,3.11E+02,310.56
2761,2761,0,310.56,3.11E+02,310.56
2762,2762,0,310.56,3.11E+02,310.56
2763,2763,0,322.79,3.23E+02,322.79
2764,2764,0,384.61,3.85E+02,384.61
2765,2719.702981,0.020838,564.204,5.63E+02,593.19
2766,2516.509896,0.114773,559.928,5.31E+02,734.68
2767,2210.023608,0.256226,903.082,8.58E+02,1445.48
2768,1807.384952,0.441912,511.647,4.73E+02,1417.52
2769,1534.635574,0.567845,166.109,9.32E+01,1373.94
2770,1309.859127,0.671709,0,1.10E+01,1377.61
2771,1266.692468,0.692027,0,1.82E+01,1330.47
2772,1486.732402,0.591262,0,-1.90E+00,1380.37
2773,1448.180657,0.609457,0,1.02E+01,1385.32
2774,1580.789388,0.548913,178.003,1.05E+02,1387.71
2775,1885.695477,0.409107,581.551,5.24E+02,1436.75
2776,2264.285847,0.235404,825.109,7.85E+02,1270.33
2777,2610.581821,0.0765574,906.531,8.77E+02,1014.76
2778,2764.537016,0.00619338,979.549,9.67E+02,1002.92
2779,2779,0,840.16,8.18E+02,840.16
2780,2780,0,814.56,7.93E+02,814.56
2781,2781,0,384.61,3.63E+02,384.61
2782,2782,0,322.79,3.01E+02,322.79
2783,2783,0,310.56,2.89E+02,310.56
2784,2784,0,310.56,2.89E+02,310.56
2785,2785,0,310.56,2.89E+02,310.56
2786,2786,0,310.56,2.89E+02,310.56
2787,2787,0,322.79,3.01E+02,322.79
2788,2788,0,384.61,3.63E+02,384.61
2789,2760.361015,0.0131748,558.29,5.35E+02,592.49
2790,2691.823634,0.0451641,252.743,5.37E+02,745.96
2791,2587.315795,0.0937009,950.595,9.07E+02,1457.75
2792,2227.474105,0.259699,563.022,5.04E+02,1438.24
2793,1906.164879,0.407971,0,1.44E+02,1396.56
2794,1906.117122,0.408453,2.6064,1.29E+01,1405.27
2795,1752.50121,0.479581,0,1.56E+01,1368.57
2796,1808.225869,0.454406,20.5391,1.32E+01,1427.52
2797,2018.796861,0.357997,165.933,9.07E+01,1428.4
2798,1500.602766,0.596842,307.492,2.39E+02,1411.89
2799,1805.343648,0.457112,971.454,9.29E+02,1457.13
2800,2230.026637,0.262205,844.733,7.99E+02,1294.75
2801,2615.002022,0.0855647,932.335,8.95E+02,1041.19
2802,2786.153173,0.00729002,979.549,9.67E+02,1028.93
2803,2803,0,869.51,8.48E+02,869.51
2804,2804,0,843.98,8.22E+02,843.98
2805,2805,0,384.61,3.63E+02,384.61
2806,2806,0,322.79,3.01E+02,322.79
2807,2807,0,310.56,2.89E+02,310.56
2808,2808,0,310.56,2.89E+02,310.56
2809,2809,0,310.56,3.11E+02,310.56
2810,2810,0,310.56,3.11E+02,310.56
2811,2811,0,322.79,3.23E+02,322.79
2812,2812,0,384.61,3.85E+02,384.61
2813,2775.459862,0.0172696,593.462,5.71E+02,615.15
2814,2536.787807,0.127526,593.959,5.87E+02,758.91
2815,2101.668679,0.328154,903.637,8.80E+02,1455.21
2816,1710.918371,0.508371,559.057,5.23E+02,1415.09
2817,1458.813288,0.624807,237.385,1.90E+02,1366.39
2818,1266.230374,0.713861,0,1.99E+01,1367.72
2819,1139.630075,0.772561,0,1.97E+01,1317.26
2820,1142.408219,0.771743,0,1.87E+01,1368.53
2821,1336.347697,0.682985,0,1.02E+01,1371.05
2822,1507.834304,0.604556,573.415,5.18E+02,1370.85
2823,2077.801211,0.342814,637.726,5.83E+02,1418.27
2824,2436.864606,0.178094,807.609,7.67E+02,1252.83
2825,2752.179575,0.0334996,899.712,8.74E+02,1001.06
2826,2817.742174,0.00379885,963.799,9.41E+02,983.61
2827,2827,0,833.08,8.11E+02,833.08
2828,2828,0,806.83,7.85E+02,806.83
2829,2829,0,384.61,3.63E+02,384.61
2830,2830,0,322.79,3.01E+02,322.79
2831,2831,0,310.56,2.89E+02,310.56
2832,2832,0,260.72,2.61E+02,260.72
2833,2833,0,260.72,2.61E+02,260.72
2834,2834,0,260.72,2.61E+02,260.72
2835,2835,0,272.94,2.51E+02,272.94
2836,2836,0,297.39,2.97E+02,297.39
2837,2808.04234,0.0133214,568.033,5.67E+02,584.09
2838,2742.390857,0.0439831,422.765,4.16E+02,580
2839,2586.142726,0.116322,719.191,6.88E+02,934.19
2840,2177.130576,0.30494,558.038,5.43E+02,907.75
2841,2458.731677,0.175855,431.059,4.13E+02,860.64
2842,2403.002801,0.201952,0,1.21E+02,862.45
2843,2377.41542,0.214183,224.327,1.97E+02,862.65
2844,2381.104374,0.212946,153.914,1.05E+02,862.29
2845,2415.506523,0.19758,0,3.60E+00,526.43
2846,2479.782794,0.168471,205.833,1.92E+02,526.35
2847,2568.916125,0.127927,190.007,1.52E+02,575.17
2848,2674.272302,0.07992,378.24,3.73E+02,511.91
2849,2775.852857,0.0336499,145.562,1.82E+02,309.13
2850,2839.749653,0.00471547,283.481,2.61E+02,294.95
2851,2851,0,346.28,3.46E+02,346.28
2852,2852,0,321.84,3.22E+02,321.84
2853,2853,0,297.39,2.97E+02,297.39
2854,2854,0,272.94,2.51E+02,272.94
2855,2855,0,260.72,2.61E+02,260.72
2856,2856,0,275.33,2.54E+02,275.33
2857,2857,0,334.06,3.12E+02,334.06
2858,2858,0,319.22,2.98E+02,319.22
2859,2859,0,346.12,3.24E+02,346.12
2860,2860,0,355.82,3.56E+02,355.82
2861,2841.449156,0.00899398,350.613,3.28E+02,368.13
2862,2797.872915,0.0295004,275.209,2.71E+02,367.59
2863,2728.944908,0.0616694,0,-1.44E+01,338.45
2864,2658.814806,0.0943914,0,-4.67E+01,272.46
2865,2604.406279,0.119881,0,-2.01E+02,223.57
2866,2565.858881,0.138074,0,-3.47E+02,223.57
2867,2547.627538,0.146921,0,-2.96E+02,223.57
2868,2552.349032,0.145209,0,-3.39E+02,223.57
2869,2577.884374,0.133922,0,-2.46E+02,223.57
2870,2625.126983,0.112649,0,-1.51E+02,223.57
2871,2647.984241,0.102594,0,-8.48E+00,272.46
2872,2390.909919,0.221316,0,8.77E+00,309.13
2873,2729.410536,0.0660555,73.9155,1.35E+02,309.13
2874,2849.939844,0.0110684,269.092,2.25E+02,294.95
2875,2875,0,346.28,3.03E+02,346.28
2876,2876,0,321.83,2.78E+02,321.83
2877,2877,0,0,2.54E+02,297.39
2878,2878,0,272.94,2.30E+02,272.94
2879,2879,0,260.72,2.17E+02,260.72
2880,2880,0,310.56,2.67E+02,310.56
2881,2881,0,310.56,2.67E+02,310.56
2882,2882,0,310.56,2.67E+02,310.56
2883,2883,0,322.79,2.79E+02,322.79
2884,2884,0,384.61,3.41E+02,384.61
2885,2809.887334,0.0345541,546.271,5.02E+02,566.29
2886,2549.085214,0.154991,601.188,5.72E+02,775.94
2887,2163.006338,0.333059,877.777,8.09E+02,1476.27
2888,1800.621554,0.500227,403.02,3.15E+02,1445.9
2889,1545.173212,0.618201,48.0198,1.67E+01,1402.45
2890,1339.395515,0.713325,0,2.04E+00,1405.99
2891,1246.853844,0.756357,0,-2.86E+00,1359.83
2892,1698.176385,0.549195,0,1.77E+01,1411.53
2893,1793.924498,0.505608,16.9029,9.99E+00,1413.04
2894,1949.173043,0.434649,148.363,9.46E+01,1416.46
2895,2163.17207,0.336663,608.82,5.72E+02,1475.28
2896,2417.705387,0.22003,860.825,8.42E+02,1315.43
2897,2689.58191,0.0954186,941.558,9.37E+02,1059.38
2898,2884.677746,0.00612864,1029.57,1.03E+03,1046.46
2899,2899,0,898.63,8.99E+02,898.63
2900,2900,0,867.86,8.68E+02,867.86
2901,2901,0,384.61,3.85E+02,384.61
2902,2902,0,322.79,3.23E+02,322.79
2903,2903,0,310.56,3.11E+02,310.56
2904,2904,0,310.56,3.11E+02,310.56
2905,2905,0,310.56,3.11E+02,310.56
2906,2906,0,310.56,3.11E+02,310.56
2907,2907,0,322.79,3.23E+02,322.79
2908,2908,0,384.61,3.85E+02,384.61
2909,2825.794606,0.038277,581.777,5.80E+02,619.73
2910,2562.9924,0.159634,697.184,6.77E+02,767.46
2911,2179.652474,0.336442,1110.58,1.12E+03,1472.15
2912,1815.693881,0.504334,1064.27,1.03E+03,1452.29
2913,1490.55882,0.654366,881.13,8.59E+02,1413.31
2914,1318.17023,0.73413,762.496,7.35E+02,1419.17
2915,1241.568815,0.769829,796.724,7.72E+02,1374.99
2916,1310.438262,0.738607,832.481,8.07E+02,1425.97
2917,1526.358902,0.639737,797.211,7.71E+02,1426.15
2918,1595.284866,0.608489,917.978,8.96E+02,1427.01
2919,1942.777283,0.449092,983.052,9.77E+02,1477.07
2920,2332.421274,0.270304,1064.27,1.03E+03,1307.79
2921,2709.297192,0.0973897,968.516,9.65E+02,1051.93
2922,2917.566205,0.00203968,1001.28,1.00E+03,1026.51
2923,2923,0,868.9,8.69E+02,868.9
2924,2924,0,841.42,8.41E+02,841.42
2925,2925,0,384.61,3.85E+02,384.61
2926,2926,0,322.79,3.23E+02,322.79
2927,2927,0,310.56,3.11E+02,310.56
2928,2928,0,310.56,3.11E+02,310.56
2929,2929,0,310.56,3.11E+02,310.56
2930,2930,0,310.56,3.11E+02,310.56
2931,2931,0,322.79,3.23E+02,322.79
2932,2932,0,384.61,3.85E+02,384.61
2933,2888.717697,0.0203712,584.319,5.83E+02,619.77
2934,2749.190422,0.085018,668.885,6.83E+02,770.65
2935,2671.941223,0.121015,1110.58,1.12E+03,1473.05
2936,2567.322087,0.169603,843.531,8.20E+02,1435.56
2937,2660.572538,0.127165,1064.27,1.03E+03,1380.07
2938,2553.151412,0.177042,902.728,8.82E+02,1381.94
2939,2517.575558,0.193868,690.065,6.63E+02,1333.81
2940,2560.390197,0.174632,879.058,8.58E+02,1381
2941,2473.187306,0.215208,898.479,8.95E+02,1373.52
2942,2580.493354,0.166304,893.1,8.77E+02,1375.44
2943,2662.161959,0.129194,1064.27,1.03E+03,1429.39
2944,2640.283029,0.139719,1064.27,1.03E+03,1264.09
2945,2774.532087,0.0784204,935.083,9.32E+02,1008.07
2946,2936.184233,0.00451555,989.21,9.76E+02,989.21
2947,2947,0,837.72,8.38E+02,837.72
2948,2948,0,810.3,8.10E+02,810.3
2949,2949,0,384.61,3.85E+02,384.61
2950,2950,0,322.79,3.23E+02,322.79
2951,2951,0,310.56,3.11E+02,310.56
2952,2952,0,310.56,3.11E+02,310.56
2953,2953,0,310.56,3.11E+02,310.56
2954,2954,0,310.56,3.11E+02,310.56
2955,2955,0,322.79,3.23E+02,322.79
2956,2956,0,384.61,3.85E+02,384.61
2957,2941.240689,0.00724976,534.314,5.32E+02,583.32
2958,2899.430811,0.0269436,623.452,5.76E+02,724.96
2959,2795.468587,0.0752294,1108.19,1.10E+03,1432.67
2960,2780.483987,0.0825828,1064.27,1.03E+03,1404.73
2961,2719.500674,0.111097,1037.25,1.02E+03,1357.98
2962,2614.605469,0.159812,962.388,9.46E+02,1360.48
2963,2621.626812,0.157042,900.726,8.97E+02,1311.33
2964,2598.671866,0.168062,973.157,9.56E+02,1363.95
2965,2692.89834,0.125175,983.84,9.81E+02,1367.96
2966,2697.806779,0.123377,1064.27,1.03E+03,1370.06
2967,2551.242576,0.191261,1064.27,1.03E+03,1421.12
2968,2732.298119,0.10843,1064.27,1.03E+03,1256.51
2969,2809.329637,0.0734532,934.537,9.32E+02,1005.23
2970,2952.142871,0.00821482,971.856,9.71E+02,988.33
2971,2971,0,837,8.37E+02,837
2972,2972,0,808.47,8.08E+02,808.47
2973,2973,0,384.61,3.85E+02,384.61
2974,2974,0,322.79,3.23E+02,322.79
2975,2975,0,310.56,3.11E+02,310.56
2976,2976,0,310.56,3.11E+02,310.56
2977,2977,0,310.56,3.11E+02,310.56
2978,2978,0,310.56,3.11E+02,310.56
2979,2979,0,322.79,3.23E+02,322.79
2980,2980,0,384.61,3.85E+02,384.61
2981,2917.545045,0.0291912,548.082,5.47E+02,573.94
2982,2800.329998,0.0835737,644.84,6.57E+02,731.59
2983,2773.12055,0.0965509,1110.58,1.12E+03,1446.14
2984,2632.138371,0.161867,1001.62,9.83E+02,1432.24
2985,2600.173149,0.177032,781.539,7.56E+02,1391.71
2986,2312.372588,0.309889,769.682,7.43E+02,1400.29
2987,1402.839027,0.728762,666.083,6.37E+02,1356.54
2988,2298.075835,0.317386,777.955,7.51E+02,1416.07
2989,2520.793853,0.215389,762.729,7.35E+02,1425.66
2990,2120.741984,0.399885,888.434,8.70E+02,1433.96
2991,2587.296131,0.185716,1064.27,1.03E+03,1498.44
2992,2387.035461,0.278302,1064.27,1.03E+03,1328.69
2993,2764.352003,0.105185,931.412,9.26E+02,1062.58
2994,2977.99714,0.0073618,1006.59,1.01E+03,1037.24
2995,2995,0,877.79,8.78E+02,877.79
2996,2996,0,846.62,8.47E+02,846.62
2997,2997,0,384.61,3.85E+02,384.61
2998,2998,0,322.79,3.23E+02,322.79
2999,2999,0,310.56,3.11E+02,310.56
3000,3000,0,260.72,2.61E+02,260.72
3001,3001,0,260.72,2.61E+02,260.72
3002,3002,0,260.72,2.61E+02,260.72
3003,3003,0,272.94,2.73E+02,272.94
3004,3004,0,297.39,2.97E+02,297.39
3005,2912.225235,0.0426792,578.1,5.76E+02,623.56
3006,2933.871268,0.0331814,461.392,4.54E+02,633.85
3007,2760.111898,0.113576,702.329,6.90E+02,986.77
3008,2726.905454,0.129312,518.925,5.00E+02,956.43
3009,2602.315892,0.187087,360.466,3.36E+02,938.94
3010,2410.202513,0.275925,403.946,3.80E+02,965.32
3011,2356.486548,0.301096,338.027,3.11E+02,980.73
3012,2117.680589,0.411414,406.129,3.81E+02,995.03
3013,2357.875719,0.301377,34.4395,8.02E+00,657.54
3014,2223.371592,0.363713,165.4,1.45E+02,644.82
3015,2754.760603,0.119718,311.871,2.96E+02,679.1
3016,2759.792946,0.117863,183.771,1.65E+02,615.02
3017,2892.883602,0.0570973,179.005,1.73E+02,309.13
3018,3002.350399,0.00719929,268.466,2.67E+02,294.95
3019,3019,0,346.28,3.46E+02,346.28
3020,3020,0,321.84,3.22E+02,321.84
3021,3021,0,297.39,2.97E+02,297.39
3022,3022,0,272.94,2.73E+02,272.94
3023,3023,0,260.72,2.61E+02,260.72
3024,3024,0,260.72,2.61E+02,260.72
3025,3025,0,260.72,2.61E+02,260.72
3026,3026,0,260.72,2.61E+02,260.72
3027,3027,0,272.94,2.73E+02,272.94
3028,3028,0,297.39,2.97E+02,297.39
3029,2925.77614,0.0474861,244.85,2.43E+02,284.68
3030,2888.558438,0.0650674,115.819,1.08E+02,309.13
3031,2684.45976,0.159419,0,-1.50E+02,309.13
3032,2842.72376,0.0870728,0,-5.77E+02,272.46
3033,2792.941884,0.110434,0,-7.21E+02,384.29
3034,2787.016253,0.11362,0,-9.18E+02,387.26
3035,2781.527549,0.116605,0,-1.24E+03,223.57
3036,2786.73162,0.114671,0,-9.91E+02,414.11
3037,2793.774701,0.111891,0,-8.89E+02,383.79
3038,2820.583872,0.100018,0,-7.66E+02,223.57
3039,2889.347891,0.0688445,0,-2.24E+02,272.46
3040,2917.519799,0.0563446,0,-9.54E+00,309.13
3041,2908.664143,0.0608785,86.1776,1.54E+02,309.13
3042,3042,0,280.144,2.58E+02,294.95
3043,3043,0,346.28,3.25E+02,346.28
3044,3044,0,321.83,3.00E+02,321.83
3045,3045,0,297.39,2.76E+02,297.39
3046,3046,0,272.94,2.51E+02,272.94
3047,3047,0,260.72,2.39E+02,260.72
3048,3048,0,310.56,2.89E+02,310.56
3049,3049,0,310.56,2.89E+02,310.56
3050,3050,0,310.56,2.89E+02,310.56
3051,3051,0,322.79,3.01E+02,322.79
3052,3052,0,384.61,3.63E+02,384.61
3053,2950.05547,0.0473576,569.508,5.46E+02,613.3
3054,2996.193369,0.0265928,617.174,5.75E+02,742.92
3055,2905.88916,0.0685955,1110.58,1.12E+03,1440.93
3056,2691.323997,0.167762,714.199,6.63E+02,1406.95
3057,2714.037786,0.157773,396.758,3.34E+02,1362.48
3058,2621.167876,0.200956,359.174,2.95E+02,1365.56
3059,2584.28776,0.218382,0,1.49E+01,1316.07
3060,2712.735895,0.159752,0,-4.48E+00,1370.41
3061,2531.647877,0.243518,164.967,9.20E+01,1375.3
3062,2722.387565,0.156232,240.079,1.70E+02,1379.51
3063,2803.680108,0.119295,547.528,4.88E+02,1429.42
3064,2754.094306,0.142566,858.224,8.20E+02,1258.61
3065,2965.886522,0.0455952,876.588,8.49E+02,1007.13
3066,3066,0,950.617,9.28E+02,981.48
3067,3067,0,839.12,8.17E+02,839.12
3068,3068,0,497.041,7.89E+02,810.71
3069,3069,0,384.61,3.63E+02,384.61
3070,3070,0,322.79,3.01E+02,322.79
3071,3071,0,310.56,2.89E+02,310.56
3072,3072,0,310.56,2.89E+02,310.56
3073,3073,0,310.56,2.89E+02,310.56
3074,3074,0,310.56,2.89E+02,310.56
3075,3075,0,322.79,3.01E+02,322.79
3076,3076,0,384.61,3.63E+02,384.61
3077,3020.123743,0.0261648,537.693,5.14E+02,576.48
3078,2752.069274,0.149938,536.493,5.06E+02,736.06
3079,2523.930004,0.255349,882.84,8.37E+02,1446.3
3080,2278.194067,0.368855,499.632,4.39E+02,1416.14
3081,1672.738322,0.647843,128.267,5.39E+01,1369.88
3082,1474.047115,0.739707,0,1.94E+00,1372.27
3083,1437.932166,0.756781,0,-5.36E+00,1321.42
3084,1571.166942,0.695949,81.9547,5.40E+00,1375.91
3085,2112.583554,0.447341,0,1.28E+01,1382.4
3086,2185.274489,0.414361,417.36,3.54E+02,1390.59
3087,2610.331367,0.219282,651.048,5.96E+02,1447.44
3088,2645.581287,0.203526,827.385,7.87E+02,1279.07
3089,2898.795995,0.0874996,907.551,8.81E+02,1022.87
3090,3062.994168,0.0124235,968.42,9.46E+02,991.15
3091,3091,0,845.75,8.24E+02,845.75
3092,3092,0,816.76,7.95E+02,816.76
3093,3093,0,384.61,3.63E+02,384.61
3094,3094,0,322.79,3.01E+02,322.79
3095,3095,0,0,2.89E+02,310.56
3096,3096,0,310.56,2.89E+02,310.56
3097,3097,0,310.56,2.89E+02,310.56
3098,3098,0,310.56,2.89E+02,310.56
3099,3099,0,322.79,3.01E+02,322.79
3100,3100,0,384.61,3.63E+02,384.61
3101,2998.43501,0.047183,530.867,5.07E+02,584.46
3102,2736.654476,0.16807,549.815,5.20E+02,748.34
3103,2363.374758,0.34025,969.116,9.27E+02,1459.38
3104,2039.222241,0.48983,666.027,6.11E+02,1445.32
3105,1741.300607,0.627343,295.072,2.26E+02,1415.11
3106,1576.685418,0.703531,139.588,6.32E+01,1429.79
3107,1430.084261,0.771432,0,1.32E+00,1385.03
3108,1421.595755,0.775797,103.943,2.50E+01,1453.16
3109,1603.25778,0.692687,208.354,1.33E+02,1468.11
3110,1825.834504,0.590755,450.213,3.85E+02,1472.24
3111,2135.081611,0.448952,883.21,8.34E+02,1524.87
3112,2524.973412,0.27005,1010.98,9.75E+02,1341.51
3113,2870.763766,0.111436,920.267,8.92E+02,1066.45
3114,3090.119398,0.0109858,993.007,9.70E+02,1025.33
3115,3115,0,879.47,8.58E+02,879.47
3116,3116,0,848.6,8.27E+02,848.6
3117,3117,0,384.61,3.63E+02,384.61
3118,3118,0,322.79,3.23E+02,322.79
3119,3119,0,310.56,3.11E+02,310.56
3120,3120,0,310.56,3.11E+02,310.56
3121,3121,0,310.56,3.11E+02,310.56
3122,3122,0,310.56,3.11E+02,310.56
3123,3123,0,322.79,3.23E+02,322.79
3124,3124,0,384.61,3.85E+02,384.61
3125,3027.594888,0.0448093,579.492,5.56E+02,623.91
3126,2752.687609,0.171735,580.335,5.50E+02,778.86
3127,2366.204411,0.349989,949.53,9.26E+02,1494.43
3128,2082.899207,0.480778,573.319,5.34E+02,1500.88
3129,1748.332158,0.635149,240.945,1.89E+02,1470.88
3130,1547.13242,0.728167,33.273,2.39E+00,1472.89
3131,1355.08208,0.816976,0,-1.19E+00,1422.28
3132,1370.970231,0.810127,0,-2.24E+00,1486.24
3133,1522.303817,0.740969,0,1.35E+02,1490.06
3134,1765.363975,0.629614,422.273,3.77E+02,1495.39
3135,2104.841702,0.473904,747.298,7.13E+02,1552.24
3136,2491.874995,0.296317,934.521,9.16E+02,1372.86
3137,2887.872915,0.114606,972.995,9.25E+02,1107.5
3138,3114.230695,0.0109346,1036.25,1.03E+03,1067.53
3139,3139,0,910.26,9.10E+02,910.26
3140,3140,0,878.34,8.57E+02,878.34
3141,3141,0,384.61,3.85E+02,384.61
3142,3142,0,322.79,3.23E+02,322.79
3143,3143,0,310.56,3.11E+02,310.56
3144,3144,0,310.56,3.11E+02,310.56
3145,3145,0,310.56,3.11E+02,310.56
3146,3146,0,310.56,3.11E+02,310.56
3147,3147,0,322.79,3.23E+02,322.79
3148,3148,0,384.61,3.85E+02,384.61
3149,3046.913239,0.046963,588.708,5.66E+02,623.95
3150,2786.989105,0.166996,567.195,5.59E+02,764.26
3151,2431.153891,0.331151,957.108,9.36E+02,1464.68
3152,2040.088386,0.511513,538.046,5.00E+02,1429.53
3153,1826.015582,0.610453,237.794,1.89E+02,1380.77
3154,1637.921504,0.697442,148.436,7.44E+01,1382.75
3155,1539.3411,0.743252,168.239,1.19E+02,1333.32
3156,1583.2861,0.723496,256.135,2.08E+02,1392.23
3157,1618.033879,0.707971,318.956,2.51E+02,1401.04
3158,1852.598945,0.600524,307.327,2.39E+02,1405.26
3159,2173.71701,0.45326,1005.12,9.86E+02,1458.68
3160,2545.651296,0.282619,987.387,9.53E+02,1289.97
3161,2920.88754,0.110459,860.378,8.32E+02,1023.66
3162,3130.84705,0.0143313,958.461,9.57E+02,989.95
3163,3163,0,847.44,8.47E+02,847.44
3164,3164,0,819.62,8.20E+02,819.62
3165,3165,0,384.61,3.85E+02,384.61
3166,3166,0,322.79,3.23E+02,322.79
3167,3167,0,310.56,3.11E+02,310.56
3168,3168,0,260.72,2.61E+02,260.72
3169,3169,0,260.72,2.61E+02,260.72
3170,3170,0,260.72,2.61E+02,260.72
3171,3171,0,272.94,2.51E+02,272.94
3172,3172,0,297.39,2.97E+02,297.39
3173,3102.945697,0.0322271,538.934,5.15E+02,583.56
3174,2967.872695,0.0948248,405.843,3.98E+02,598.32
3175,2844.217419,0.15217,83.3083,3.52E+02,957.1
3176,2801.011632,0.172506,0,-1.13E+01,934.49
3177,2825.338358,0.161775,0,-2.71E+02,888.59
3178,1952.77193,0.563642,0,-4.56E+02,890.82
3179,1570.136305,0.740126,0,-5.39E+02,892.17
3180,1489.265605,0.777789,0,-5.04E+02,895.53
3181,1645.411918,0.706417,0,-6.75E+02,561.15
3182,1839.201405,0.617728,0,-4.68E+02,560.95
3183,2166.438633,0.467649,0,-9.69E+01,608.29
3184,2552.145927,0.290672,0,1.15E+01,542.27
3185,2923.817187,0.120152,98.7114,1.23E+02,309.13
3186,3156.020016,0.0137917,257.779,1.70E+02,284.68
3187,3187,0,346.28,2.81E+02,346.28
3188,3188,0,321.84,2.35E+02,321.84
3189,3189,0,297.39,2.32E+02,297.39
3190,3190,0,272.94,1.86E+02,272.94
3191,3191,0,260.72,1.74E+02,260.72
3192,3192,0,260.72,1.74E+02,260.72
3193,3193,0,0,1.96E+02,260.72
3194,3194,0,260.72,1.96E+02,260.72
3195,3195,0,0,2.08E+02,272.94
3196,3196,0,287.12,2.22E+02,287.12
3197,3086.973979,0.0506153,0,1.63E+02,284.68
