original_load,net_load,pv_cf,reopt_grid_to_load,python_dispatcher,original_load_hold
2150,1916.445804,0.107442,785.419,7.65E+02,1274.64
2151,1979.392597,0.0789446,942.749,9.26E+02,1332.5
2152,2079.507814,0.0333486,965.73,9.57E+02,1167.8
2153,2106.741957,0.0212801,848.574,8.46E+02,911.76
2154,2154,0,921.59,9.00E+02,921.59
2155,2155,0,737.91,7.16E+02,737.91
2156,2156,0,709.25,6.88E+02,709.25
2157,2157,0,384.61,3.85E+02,384.61
2158,2158,0,322.79,3.23E+02,322.79
2159,2159,0,310.56,3.11E+02,310.56
2160,2160,0,260.72,2.39E+02,260.72
2161,2161,0,291.78,2.92E+02,291.78
2162,2162,0,308.77,3.09E+02,308.77
2163,2163,0,299.46,2.99E+02,299.46
2164,2164,0,334.25,3.34E+02,334.25
2165,2165,0,608.06,5.86E+02,608.06
2166,2035.909865,0.0598454,507.283,5.04E+02,588.82
2167,2038.282383,0.059214,713.257,7.04E+02,937.64
2168,1937.028242,0.106254,581.012,5.67E+02,915.71
2169,1844.421359,0.149316,433.208,4.14E+02,881.14
2170,1775.828112,0.181331,272.268,2.46E+02,880.98
2171,1812.769225,0.164797,229.98,2.02E+02,881.65
2172,1745.945428,0.195998,235.324,2.08E+02,883.24
2173,1783.729963,0.179076,0,-3.53E+00,548.27
2174,1906.052415,0.123264,0,1.42E+01,549.84
2175,1600.111743,0.264466,266.722,2.53E+02,599.96
2176,1948.521491,0.104647,327.555,3.19E+02,537.34
2177,2080.230498,0.0445169,0,2.66E+02,309.13
2178,2178,0,325.75,3.26E+02,325.75
2179,2179,0,346.28,3.46E+02,346.28
2180,2180,0,321.84,3.22E+02,321.84
2181,2181,0,297.39,2.97E+02,297.39
2182,2182,0,272.94,2.73E+02,272.94
2183,2183,0,260.72,2.39E+02,260.72
2184,2184,0,260.72,2.39E+02,260.72
2185,2185,0,260.72,2.39E+02,260.72
2186,2186,0,260.72,2.39E+02,260.72
2187,2187,0,272.94,2.73E+02,272.94
2188,2188,0,297.39,2.97E+02,297.39
2189,2189,0,334.55,3.34E+02,336.01
2190,2037.677197,0.0700731,231.555,2.28E+02,309.13
2191,1826.700059,0.167589,91.2117,8.20E+01,309.13
2192,1749.544333,0.203543,0,-1.07E+01,272.46
2193,1107.019288,0.499584,0,-1.72E+02,223.57
2194,779.3365692,0.650788,0,-1.75E+02,223.57
2195,1256.442196,0.431765,0,-2.85E+02,223.57
2196,1004.943594,0.547922,0,-2.34E+02,223.57
2197,955.8273267,0.570977,0,-1.87E+02,223.57
2198,1092.135814,0.508731,0,-8.93E+01,223.57
2199,1693.926714,0.232349,0,-1.78E+01,272.46
2200,1676.908335,0.240638,107.06,9.85E+01,309.13
2201,2066.76079,0.0617541,241.773,2.39E+02,309.13
2202,2202,0,325.75,3.26E+02,325.75
2203,2203,0,346.28,3.46E+02,346.28
2204,2204,0,321.83,3.22E+02,321.83
2205,2205,0,297.39,2.97E+02,297.39
2206,2206,0,272.94,2.73E+02,272.94
2207,2207,0,260.72,2.61E+02,260.72
2208,2208,0,310.56,3.11E+02,310.56
2209,2209,0,310.56,3.11E+02,310.56
2210,2210,0,310.56,3.02E+02,310.56
2211,2211,0,322.79,3.23E+02,322.79
2212,2212,0,384.61,3.85E+02,384.61
2213,2213,0,646.61,6.47E+02,646.61
2214,2061.292005,0.0702503,714.257,7.12E+02,760.76
2215,1616.728499,0.275223,1339.98,1.09E+03,1458.43
2216,1138.042673,0.495893,979.549,9.67E+02,1424.68
2217,793.5697548,0.654821,979.549,9.67E+02,1377.64
2218,596.8110291,0.745796,979.549,9.67E+02,1381.56
2219,625.8896162,0.732879,979.549,9.67E+02,1335.3
2220,427.9070579,0.824417,979.549,9.67E+02,1389.08
2221,575.9843361,0.756757,979.549,9.67E+02,1394.64
2222,820.3944056,0.644781,979.549,9.67E+02,1396.67
2223,1186.702975,0.476728,979.549,9.67E+02,1454.43
2224,1653.461457,0.262465,979.549,9.67E+02,1310.03
2225,2090.597105,0.0618294,979.549,9.67E+02,1065.73
2226,2226,0,979.549,9.67E+02,1068.49
2227,2227,0,873.36,9.52E+02,873.36
2228,2228,0,847.15,9.26E+02,847.15
2229,2229,0,384.61,4.37E+02,384.61
2230,2230,0,322.79,3.75E+02,322.79
2231,2231,0,310.56,3.89E+02,310.56
2232,2232,0,310.56,3.89E+02,310.56
2233,2233,0,310.56,3.89E+02,310.56
2234,2234,0,310.56,3.89E+02,310.56
2235,2235,0,322.79,3.75E+02,322.79
2236,2236,0,384.61,4.38E+02,384.61
2237,2237,0,687.16,7.61E+02,687.16
2238,2104.387488,0.0614658,813.84,8.16E+02,813.84
2239,1788.003591,0.207472,1517.51,1.09E+03,1517.51
2240,1358.118901,0.405692,979.549,9.67E+02,1493.73
2241,932.5447977,0.601929,979.549,9.67E+02,1453.71
2242,677.9507473,0.71951,979.549,9.14E+02,1450.95
2243,557.8195878,0.775234,979.549,8.62E+02,1412.72
2244,551.4200747,0.778638,979.549,9.41E+02,1470.86
2245,682.2680519,0.718904,979.549,9.67E+02,1471.67
2246,949.2766344,0.596532,979.549,9.67E+02,1475.38
2247,1319.056715,0.426882,979.549,9.67E+02,1538.07
2248,1768.262004,0.220694,979.549,9.67E+02,1366.88
2249,2114.735792,0.0617656,979.549,9.67E+02,1100.89
2250,2250,0,979.549,9.67E+02,1108.93
2251,2251,0,915.46,9.42E+02,915.46
2252,2252,0,882.36,9.09E+02,882.36
2253,2253,0,384.61,4.11E+02,384.61
2254,2254,0,322.79,3.49E+02,322.79
2255,2255,0,310.56,3.37E+02,310.56
2256,2256,0,310.56,3.37E+02,310.56
2257,2257,0,310.56,3.37E+02,310.56
2258,2258,0,310.56,3.37E+02,310.56
2259,2259,0,322.79,3.49E+02,322.79
2260,2260,0,384.61,4.11E+02,384.61
2261,2261,0,664.86,6.99E+02,664.86
2262,2159.598912,0.0471076,665.653,7.14E+02,762.83
2263,1785.961826,0.219452,1423.83,1.09E+03,1467.69
2264,1435.989269,0.38091,979.549,9.67E+02,1439.92
2265,982.2778869,0.590091,543.049,2.73E+02,1397.15
2266,764.4379397,0.690764,879.117,8.83E+02,1402.33
2267,1714.549397,0.254144,819.217,8.22E+02,1362.24
2268,1834.169852,0.199575,0,1.76E+01,1425.72
2269,1864.720082,0.185981,0,3.12E+00,1434.04
2270,1924.864016,0.158773,197.373,1.71E+02,1442.74
2271,2012.814816,0.118773,653.095,6.31E+02,1506
2272,2117.214533,0.071206,903.709,9.14E+02,1338.92
2273,2224.531668,0.0222969,979.549,9.67E+02,1076.43
2274,2274,0,979.549,9.67E+02,1074.33
2275,2275,0,880.33,9.06E+02,880.33
2276,2276,0,843.56,8.70E+02,843.56
2277,2277,0,384.61,4.11E+02,384.61
2278,2278,0,322.79,3.49E+02,322.79
2279,2279,0,310.56,3.37E+02,310.56
2280,2280,0,310.56,3.37E+02,310.56
2281,2281,0,310.56,3.37E+02,310.56
2282,2282,0,310.56,3.37E+02,310.56
2283,2283,0,322.79,3.49E+02,322.79
2284,2284,0,384.61,4.11E+02,384.61
2285,2285,0,656.4,6.57E+02,656.4
2286,2121.36279,0.0757381,773.31,8.02E+02,773.31
2287,1688.054631,0.275533,1472.21,1.09E+03,1472.21
2288,1265.130353,0.470551,979.549,9.67E+02,1438.1
2289,1083.120656,0.554741,979.549,9.63E+02,1391.34
2290,818.272933,0.677039,930.718,9.37E+02,1399.92
2291,755.3945278,0.706425,757.77,7.42E+02,1356.68
2292,769.7566919,0.700278,894.66,9.41E+02,1416.83
2293,859.0443605,0.659663,979.549,9.14E+02,1415.8
2294,1024.131389,0.584178,912.109,9.41E+02,1405.71
2295,1479.636263,0.375092,979.549,9.67E+02,1438.02
2296,1819.324846,0.219285,979.549,9.67E+02,1266.22
2297,2152.461033,0.0664923,948.232,9.67E+02,1013.92
2298,2298,0,979.549,9.67E+02,1030.25
2299,2299,0,851.17,8.51E+02,851.17
2300,2300,0,826.88,8.27E+02,826.88
2301,2301,0,384.61,3.85E+02,384.61
2302,2302,0,322.79,3.23E+02,322.79
2303,2303,0,310.56,3.11E+02,310.56
2304,2304,0,310.56,3.11E+02,310.56
2305,2305,0,310.56,3.11E+02,310.56
2306,2306,0,310.56,3.37E+02,310.56
2307,2307,0,322.79,3.49E+02,322.79
2308,2308,0,384.61,4.11E+02,384.61
2309,2309,0,636.839,6.63E+02,638.09
2310,2122.237573,0.0863764,678.52,6.83E+02,759.64
2311,1779.215429,0.244637,1198.75,1.09E+03,1453.37
2312,1319.869634,0.45641,979.402,9.61E+02,1416.49
2313,984.5156809,0.611143,865.645,8.44E+02,1367.17
2314,755.4612543,0.716975,143.602,9.17E+01,1367.49
2315,676.8295378,0.753608,0,-9.66E+01,1317.82
2316,698.7368577,0.74399,0,-4.65E+01,1372.05
2317,1031.280258,0.59147,0,1.99E+01,1374.12
2318,1030.815137,0.592144,451.556,3.69E+02,1374.32
2319,1378.324944,0.432739,545.501,4.65E+02,1423.43
2320,1863.723503,0.209901,729.448,6.64E+02,1255.58
2321,2193.590775,0.0586121,875.1,8.21E+02,1004.6
2322,2322,0,979.549,9.67E+02,1009.82
2323,2323,0,839.5,7.96E+02,839.5
2324,2324,0,812.72,7.69E+02,812.72
2325,2325,0,384.61,3.41E+02,384.61
2326,2326,0,322.79,2.79E+02,322.79
2327,2327,0,310.56,2.67E+02,310.56
2328,2328,0,161.88,2.39E+02,260.72
2329,2329,0,260.72,2.39E+02,260.72
2330,2330,0,260.72,2.39E+02,260.72
2331,2331,0,272.94,2.30E+02,272.94
2332,2332,0,297.39,2.54E+02,297.39
2333,2332.259327,0.000340732,627.021,5.84E+02,629.94
2334,2176.749043,0.0723402,468.406,4.41E+02,607.29
2335,1817.284068,0.238165,54.9947,3.22E+02,956.73
2336,1541.23056,0.365618,0,1.35E+02,926.2
2337,1594.983611,0.34135,0,1.71E+01,879.89
2338,921.9040548,0.651447,0,-2.16E+02,882.13
2339,777.524491,0.718326,114.43,1.32E+02,882.75
2340,828.3755584,0.695393,0,-1.44E+00,881.05
2341,907.8964783,0.659271,0,-1.63E+02,542.88
2342,1416.55655,0.425732,0,-4.01E+02,536.96
2343,1539.457224,0.369654,0,-2.16E-01,575.34
2344,1938.909265,0.186354,0,5.97E+00,499.04
2345,2224.986376,0.0552099,0,1.52E+02,309.13
2346,2346,0,312.561,2.47E+02,315.48
2347,2347,0,346.28,2.81E+02,346.28
2348,2348,0,321.84,2.57E+02,321.84
2349,2349,0,297.39,2.32E+02,297.39
2350,2350,0,272.94,2.30E+02,272.94
2351,2351,0,0,1.96E+02,260.72
2352,2352,0,290.14,2.47E+02,290.14
2353,2353,0,329.94,2.65E+02,329.94
2354,2354,0,300.84,2.36E+02,300.84
2355,2355,0,303.03,2.60E+02,303.03
2356,2356,0,10.0514,2.59E+02,323.72
2357,2357,0,329.501,2.86E+02,335.34
2358,2183.911021,0.0800862,172.323,1.23E+02,310.79
2359,2022.022175,0.15502,0,-1.60E+02,334.95
2360,1351.103346,0.464123,0,-6.27E+02,305.62
2361,1940.064656,0.193643,0,-1.07E+03,246.93
2362,1454.681445,0.417394,0,-1.35E+03,223.57
2363,1413.021208,0.437019,0,-1.16E+03,223.57
2364,1298.972257,0.489945,0,-1.30E+03,223.57
2365,1015.599666,0.620765,0,-1.21E+03,223.57
2366,1590.731451,0.356647,0,-9.29E+02,223.57
2367,1444.115078,0.424555,0,-5.48E+02,272.46
2368,1823.188025,0.25063,0,-9.36E+01,309.13
2369,2227.126075,0.0652663,169.39,1.59E+02,309.13
2370,2370,0,306.096,2.84E+02,315.48
2371,2371,0,346.28,3.25E+02,346.28
2372,2372,0,321.83,3.00E+02,321.83
2373,2373,0,297.39,2.76E+02,297.39
2374,2374,0,0,2.51E+02,272.94
2375,2375,0,320.43,2.99E+02,320.43
2376,2376,0,357.75,3.36E+02,357.75
2377,2377,0,350.1,3.28E+02,350.1
2378,2378,0,338.26,3.17E+02,338.26
2379,2379,0,324.88,3.03E+02,324.88
2380,2380,0,72.6314,3.65E+02,386.3
2381,2378.498404,0.00115081,578.42,5.56E+02,588.43
2382,2272.321565,0.0504554,606.243,5.76E+02,689.24
2383,2009.355022,0.171888,1226.47,1.09E+03,1405.81
2384,1579.061664,0.370296,979.549,9.67E+02,1393.59
2385,1269.621223,0.513108,667.46,6.17E+02,1354.58
2386,1237.747299,0.528231,490.589,4.32E+02,1356.84
2387,1114.785891,0.585257,502.332,4.46E+02,1309.36
2388,1060.77212,0.610565,552.881,4.97E+02,1362.62
2389,871.2063991,0.698231,448.899,3.88E+02,1366.45
2390,1048.688264,0.617044,816.539,7.64E+02,1367.07
2391,1394.950327,0.458213,979.549,9.67E+02,1417.45
2392,1843.931717,0.252128,979.549,9.67E+02,1256.1
2393,2219.712273,0.0797176,945.63,9.19E+02,1004.02
2394,2394,0,979.549,9.67E+02,1006.16
2395,2395,0,834.62,8.13E+02,834.62
2396,2396,0,808.35,7.87E+02,808.35
2397,2397,0,384.61,3.63E+02,384.61
2398,2398,0,322.79,3.01E+02,322.79
2399,2399,0,310.56,2.89E+02,310.56
2400,2400,0,310.56,3.11E+02,310.56
2401,2401,0,310.56,3.11E+02,310.56
2402,2402,0,310.56,3.11E+02,310.56
2403,2403,0,322.79,3.23E+02,322.79
2404,2404,0,384.61,3.85E+02,384.61
2405,2401.834274,0.00145633,608.64,5.87E+02,608.64
2406,2219.818121,0.0856493,602.675,5.98E+02,708.61
2407,1789.694969,0.283979,1023.55,1.01E+03,1416.22
2408,1327.068956,0.497261,436.079,3.95E+02,1403.47
2409,960.834426,0.6662,0,4.02E+00,1360.77
2410,709.8597027,0.782116,0,1.49E+01,1364.43
2411,583.861538,0.840539,0,-1.66E+02,1317.17
2412,599.369279,0.833865,0,-4.54E+01,1370.36
2413,758.5045251,0.761118,0,8.32E+00,1372.9
2414,1014.837723,0.643657,705.026,6.33E+02,1373.17
2415,1412.157296,0.461338,653.554,5.78E+02,1422.42
2416,1869.15555,0.251565,875.67,8.16E+02,1258.33
2417,2271.029171,0.067151,931.703,8.72E+02,1006.15
2418,2418,0,979.549,9.67E+02,1010.84
2419,2419,0,838.61,7.95E+02,838.61
2420,2420,0,807.86,7.64E+02,807.86
2421,2421,0,384.61,3.41E+02,384.61
2422,2422,0,322.79,2.79E+02,322.79
2423,2423,0,310.56,2.67E+02,310.56
2424,2424,0,310.56,2.67E+02,310.56
2425,2425,0,24.2394,2.67E+02,310.56
2426,2426,0,310.56,2.67E+02,310.56
2427,2427,0,322.79,2.79E+02,322.79
2428,2428,0,384.61,3.63E+02,384.61
2429,2427.469505,0.000704074,602.477,5.80E+02,616.24
2430,2219.990993,0.0966105,691.774,6.67E+02,729.31
2431,1744.573431,0.315777,1021.45,9.71E+02,1418.92
2432,1276.019547,0.531786,979.549,9.67E+02,1385.42
2433,915.9715662,0.697879,863.511,8.22E+02,1340.22
2434,700.333648,0.797539,0,-2.44E-01,1344.46
2435,583.7022582,0.851653,0,-1.38E+02,1297.32
2436,618.1435359,0.836269,0,-4.90E+00,1352.75
2437,740.5159838,0.780434,0,2.84E+01,1358.64
2438,1011.552562,0.656209,672.808,6.00E+02,1359.72
2439,1377.598106,0.488277,792.645,7.45E+02,1408.03
2440,1853.014713,0.270031,939.737,8.83E+02,1245.24
2441,2289.309112,0.0697824,892.767,8.35E+02,996.2
2442,2442,0,979.549,9.67E+02,1000.5
2443,2443,0,505.561,7.76E+02,819.23
2444,2444,0,781.91,7.39E+02,781.91
2445,2445,0,384.61,3.41E+02,384.61
2446,2446,0,322.79,2.79E+02,322.79
2447,2447,0,310.56,2.67E+02,310.56
2448,2448,0,310.56,2.67E+02,310.56
2449,2449,0,310.56,2.67E+02,310.56
2450,2450,0,310.56,2.89E+02,310.56
2451,2451,0,43.2714,3.35E+02,356.94
2452,2452,0,413.74,3.92E+02,413.74
2453,2444.174972,0.00405978,565.887,5.43E+02,582.57
2454,2331.609793,0.0563032,538.928,5.11E+02,688.03
2455,2244.834917,0.0966823,814.538,7.69E+02,1373.41
2456,2124.324,0.152581,190.81,2.88E+02,1352.7
2457,2012.744451,0.204371,0,1.30E+01,1326.85
2458,1555.409394,0.415219,0,7.24E+00,1343.63
2459,1898.212989,0.257979,0,-1.62E+02,1303.94
2460,2013.461993,0.205421,0,-6.81E+01,1357
2461,2046.175123,0.190832,0,6.57E+00,1359.12
2462,2116.20319,0.159077,21.6794,4.78E+00,1359.69
2463,2212.207808,0.115372,471.366,3.88E+02,1409.77
2464,2307.803322,0.0718552,750.198,6.86E+02,1246.51
2465,2384.192926,0.0371737,880.813,8.31E+02,995.09
2466,2466,0,979.549,9.67E+02,996.64
2467,2467,0,816.04,7.73E+02,816.04
2468,2468,0,780.56,7.37E+02,780.56
2469,2469,0,384.61,3.41E+02,384.61
2470,2470,0,322.79,2.79E+02,322.79
2471,2471,0,310.56,2.67E+02,310.56
2472,2472,0,310.56,2.67E+02,310.56
2473,2473,0,310.56,2.67E+02,310.56
2474,2474,0,336.57,2.93E+02,336.57
2475,2475,0,26.4014,2.97E+02,340.07
2476,2476,0,400.85,3.57E+02,400.85
2477,2475.760147,0.00057037,573.536,5.29E+02,591.47
2478,2408.234156,0.0320944,551.896,5.02E+02,704.96
2479,2282.007528,0.0906225,829.301,7.62E+02,1394.22
2480,1843.222338,0.292937,496.427,4.38E+02,1371.02
2481,1153.350409,0.610759,0,9.02E+00,1330.67
2482,976.6990553,0.692484,0,2.77E+01,1344.11
2483,1043.388211,0.662265,0,-1.43E+02,1305.34
2484,857.8809187,0.748064,0,6.01E+00,1359.03
2485,909.9971203,0.724549,0,7.07E+00,1360.64
2486,1264.749929,0.561812,422.681,3.40E+02,1360.46
2487,1644.359797,0.38764,974.409,9.13E+02,1408.16
2488,2075.092389,0.18995,489.62,7.41E+02,1245.59
2489,2334.540164,0.0710562,866.772,8.07E+02,996.48
2490,2488.85025,0.00052892,979.549,9.67E+02,999.22
2491,2491,0,819.14,7.76E+02,819.14
2492,2492,0,789.56,7.46E+02,789.56
2493,2493,0,384.61,3.41E+02,384.61
2494,2494,0,9.12142,2.79E+02,322.79
2495,2495,0,310.56,2.67E+02,310.56
2496,2496,0,260.72,2.17E+02,260.72
2497,2497,0,260.72,2.17E+02,260.72
2498,2498,0,260.72,2.17E+02,260.72
2499,2499,0,272.94,2.51E+02,272.94
2500,2500,0,297.39,2.54E+02,297.39
2501,2496.049021,0.0022776,567.448,5.62E+02,607.33
2502,2432.766512,0.0318495,541.802,4.96E+02,587.68
2503,2330.545261,0.0793344,792.855,7.44E+02,925.9
2504,2224.135808,0.128746,678.09,6.47E+02,895.8
2505,2200.348308,0.140149,342.141,2.76E+02,875.78
2506,2211.828053,0.135328,381.972,3.17E+02,880.16
2507,2192.618514,0.144625,0,2.00E+02,882.47
2508,2197.094372,0.143026,0,1.65E+01,884.43
2509,2220.973301,0.132501,0,-4.63E+01,548.85
2510,2268.670228,0.111019,0,-1.09E+02,548.23
2511,2333.14366,0.0818193,0,2.29E+00,587.85
2512,2408.474421,0.0476249,0,8.54E+00,523.23
2513,2474.589267,0.0176701,0,1.29E+02,309.13
2514,2514,0,0,2.42E+02,315.48
2515,2515,0,346.28,2.81E+02,346.28
2516,2516,0,321.84,2.57E+02,321.84
2517,2517,0,297.39,2.32E+02,297.39
2518,2518,0,0,2.08E+02,272.94
2519,2519,0,260.72,1.96E+02,260.72
2520,2520,0,194.367,1.96E+02,260.72
2521,2521,0,301.65,2.37E+02,301.65
2522,2522,0,297.87,2.33E+02,297.87
2523,2523,0,296.98,2.32E+02,296.98
2524,2524,0,299.07,2.34E+02,299.07
2525,2516.646115,0.00384304,301.324,2.36E+02,317.59
2526,2305.788404,0.101304,159.643,1.10E+02,310.83
2527,1868.534634,0.302914,0,-1.46E+02,311.22
2528,1437.67827,0.501581,0,-5.91E+02,274.13
2529,1098.109376,0.658253,0,-1.00E+03,232.92
2530,887.5059093,0.755597,0,-1.17E+03,232.51
2531,851.3061833,0.77271,0,-1.31E+03,240.21
2532,842.6329068,0.77716,0,-1.31E+03,245.31
2533,1284.249564,0.574463,0,-1.12E+03,258.67
2534,1576.421708,0.440515,0,-8.81E+02,245.09
2535,1531.518207,0.461632,0,-4.72E+02,294.14
2536,2036.61547,0.229732,0,-3.60E+00,350
2537,2378.724328,0.0728116,34.1694,2.05E+02,341.14
2538,2536.941739,0.000486832,341.529,3.19E+02,352.79
2539,2539,0,373.62,3.52E+02,373.62
2540,2540,0,340.33,3.40E+02,340.33
2541,2541,0,299.07,2.99E+02,299.07
2542,2542,0,275.08,2.75E+02,275.08
2543,2543,0,262.45,2.41E+02,262.45
2544,2544,0,312.77,3.13E+02,312.77
2545,2545,0,312.34,3.12E+02,312.34
2546,2546,0,384.66,3.85E+02,384.66
2547,2547,0,431.13,4.31E+02,431.13
2548,2548,0,519.45,4.98E+02,519.45
2549,2542.401999,0.00303528,565.749,5.25E+02,574.09
2550,2428.532124,0.0558789,566.827,5.62E+02,678.81
2551,2169.453368,0.175523,1213.28,1.09E+03,1402.63
2552,2262.482095,0.133187,979.549,9.67E+02,1397.23
2553,2180.687543,0.171275,861.735,8.37E+02,1357.63
2554,1871.607948,0.313921,979.549,9.67E+02,1361.87
2555,2099.22347,0.209671,923.294,8.91E+02,1315.13
2556,2104.04061,0.207915,748.199,7.08E+02,1366.92
2557,2133.790892,0.194689,979.549,9.67E+02,1369.45
2558,2192.550135,0.168118,979.549,9.67E+02,1372.14
2559,2281.468263,0.127673,979.549,9.67E+02,1424.12
2560,2417.422426,0.06559,979.549,9.67E+02,1263.28
2561,2507.59634,0.0245673,924.32,9.09E+02,1011.07
2562,2562,0,979.549,9.67E+02,1003.01
2563,2563,0,841.28,8.41E+02,841.28
2564,2564,0,814.5,8.14E+02,814.5
2565,2565,0,384.61,3.85E+02,384.61
2566,2566,0,322.79,3.23E+02,322.79
2567,2567,0,310.56,3.11E+02,310.56
2568,2568,0,310.56,3.11E+02,310.56
2569,2569,0,310.56,3.11E+02,310.56
2570,2570,0,310.56,3.11E+02,310.56
2571,2571,0,322.79,3.23E+02,322.79
2572,2572,0,384.61,3.85E+02,384.61
2573,2568.084802,0.00226114,594.223,5.94E+02,610.28
2574,2506.756164,0.0309342,584.289,5.77E+02,749.24
2575,2415.365722,0.0734366,836.122,8.10E+02,1449.63
2576,2327.455486,0.114338,368.367,3.24E+02,1419.38
2577,2193.177431,0.17657,0,3.85E+00,1375.76
2578,2136.805119,0.202963,0,1.24E+01,1389.97
2579,2112.050293,0.214811,0,-5.48E+01,1340.32
2580,2114.256735,0.214256,0,-1.12E+02,1390.05
2581,2150.052271,0.198249,0,5.67E+00,1392.01
2582,2215.569765,0.168569,0,-4.06E+00,1395.85
2583,2304.842217,0.127961,463.641,3.57E+02,1449.8
2584,2411.594389,0.0793118,440.456,6.67E+02,1282.55
2585,2518.670234,0.0305137,911.421,8.32E+02,1021.11
2586,2586,0,979.549,9.45E+02,1010.31
2587,2587,0,849.38,7.84E+02,849.38
2588,2588,0,823.14,7.58E+02,823.14
2589,2589,0,384.61,3.41E+02,384.61
2590,2590,0,322.79,2.79E+02,322.79
2591,2591,0,310.56,2.67E+02,310.56
2592,2592,0,310.56,2.67E+02,310.56
2593,2593,0,255.41,2.67E+02,310.56
2594,2594,0,310.56,2.67E+02,310.56
2595,2595,0,9.12142,2.79E+02,322.79
2596,2596,0,384.61,3.41E+02,384.61
2597,2568.947063,0.0129052,566.108,5.22E+02,587.17
2598,2401.026657,0.0906137,533.466,4.83E+02,698
2599,2077.321285,0.239988,808.338,7.40E+02,1392.86
2600,1645.925826,0.438903,354.443,2.68E+02,1372.09
2601,1411.480449,0.547215,0,6.06E+00,1327.97
2602,997.9990285,0.737889,0,-1.74E+01,1329.33
2603,1138.32899,0.673793,0,-1.36E+02,1279.26
2604,937.3857574,0.766693,0,-1.08E+02,1334.72
2605,1084.345718,0.699547,0,-1.06E+01,1346.88
2606,1587.112699,0.468719,0,-9.43E+00,1347.81
2607,1688.260457,0.422648,431.896,3.70E+02,1387.4
2608,2234.024609,0.17204,736.807,6.94E+02,1224.36
2609,2510.449963,0.045336,831.892,8.04E+02,971.61
2610,2605.099605,0.00225433,948.641,9.26E+02,960.11
2611,2611,0,785.94,7.64E+02,785.94
2612,2612,0,736.1,7.14E+02,736.1
2613,2613,0,384.61,3.63E+02,384.61
2614,2614,0,322.79,3.01E+02,322.79
2615,2615,0,310.56,2.89E+02,310.56
2616,2616,0,277.664,2.89E+02,310.56
2617,2617,0,319.85,2.98E+02,319.85
2618,2618,0,312.64,3.13E+02,312.64
2619,2619,0,324.45,3.24E+02,324.45
2620,2620,0,386.7,3.87E+02,386.7
2621,2608.505366,0.00574791,532.606,5.31E+02,559.09
2622,2541.522035,0.0370223,568.884,5.23E+02,673.36
2623,2435.50712,0.0862524,1128.2,1.09E+03,1379.48
2624,2331.127968,0.13473,906.59,8.87E+02,1378.92
2625,2245.585837,0.174542,633.221,6.03E+02,1346.2
2626,2189.48742,0.200809,0,1.95E+01,1351.64
2627,2162.134938,0.213852,0,1.22E+01,1304.71
2628,2166.97599,0.212085,0,-5.01E-01,1356.71
2629,2202.449808,0.196226,5.46114,7.47E+00,1358.9
2630,2267.586892,0.166721,754.121,7.28E+02,1360.33
2631,2359.363527,0.124961,718.455,6.67E+02,1410.58
2632,2466.243081,0.0762532,841.46,8.03E+02,1248.31
2633,2570.076967,0.0289465,861.522,8.38E+02,998.32
2634,2632.987443,0.000465807,979.549,9.67E+02,992.5
2635,2635,0,832.07,8.32E+02,832.07
2636,2636,0,807.11,8.07E+02,807.11
2637,2637,0,384.61,3.85E+02,384.61
2638,2638,0,322.79,3.23E+02,322.79
2639,2639,0,310.56,3.11E+02,310.56
2640,2640,0,310.56,3.11E+02,310.56
2641,2641,0,310.56,3.11E+02,310.56
2642,2642,0,310.56,3.11E+02,310.56
2643,2643,0,322.79,3.23E+02,322.79
2644,2644,0,384.61,3.85E+02,384.61
2645,2632.437718,0.00577903,580.981,5.46E+02,593.91
2646,2569.137014,0.0353593,643.904,6.40E+02,739.83
2647,2500.199443,0.0675327,1311.71,1.09E+03,1442.25
2648,2411.87206,0.108626,979.549,9.67E+02,1411.06
2649,2273.189947,0.172884,979.549,9.67E+02,1363.06
2650,2286.410882,0.167262,979.549,9.67E+02,1363.33
2651,2183.917693,0.214872,970.415,9.56E+02,1314.08
2652,2268.486106,0.176428,767.418,7.29E+02,1364.66
2653,2300.707965,0.162065,729.616,6.83E+02,1365.02
2654,2356.815208,0.136714,873.994,8.39E+02,1364.05
2655,2438.140357,0.099762,979.549,9.67E+02,1411.67
2656,2527.331293,0.0591915,979.549,9.67E+02,1246.96
2657,2575.207774,0.0376269,917.014,9.14E+02,995.84
2658,2655.058346,0.00135325,962.999,9.62E+02,989.9
2659,2659,0,829.61,8.30E+02,829.61
2660,2660,0,803.31,8.03E+02,803.31
2661,2661,0,384.61,3.85E+02,384.61
2662,2662,0,322.79,3.23E+02,322.79
2663,2663,0,310.56,3.11E+02,310.56
2664,2664,0,260.72,2.61E+02,260.72
2665,2665,0,260.72,2.61E+02,260.72
2666,2666,0,260.72,2.61E+02,260.72
2667,2667,0,272.94,2.51E+02,272.94
2668,2668,0,0,2.97E+02,297.39
2669,2654.447958,0.00669438,564.742,5.42E+02,583.51
2670,2575.601647,0.0434261,384.531,3.77E+02,552.61
2671,2506.811022,0.0755319,344.316,3.20E+02,914.24
2672,2384.705862,0.132164,0,-1.60E+01,894.93
2673,2294.092325,0.174309,0,-1.56E+02,852.31
2674,2233.548549,0.202621,0,-5.71E+02,855.16
2675,2206.378663,0.21558,0,-6.59E+02,857.81
2676,1134.331883,0.709214,0,-6.10E+02,860.11
